i,timestamp_ms,close,log_return,regime_label,signal_valid,confidence,conviction,position_size,signed_position_size,execution_side,engine_status,expected_volatility,edge_score,prob_bull,prob_bear,prob_crisis
6800,1701877800000,45171.0,-0.00028775386176090343,BEAR,True,0.9999998746200472,0.9999980721856349,0.0,0.0,flat,OK,0.01077362584767911,0.4709938376683385,1.0048099352184396e-12,0.9999998746200474,1.2537894778674193e-07
6801,1701877860000,45130.0,-0.0009080741701061234,BEAR,True,0.9999999998902582,0.9999999976041011,0.0,0.0,flat,OK,0.01077349903230759,0.5767950701346709,1.0068572580152075e-12,0.9999999998902582,1.0873493201579506e-10
6802,1701877920000,45132.8,6.204106234018234e-05,BEAR,True,0.9999999780178773,0.9999996271616973,0.0,0.0,flat,OK,0.010771397046531779,0.4814360561077368,1.0051362760681785e-12,0.9999999780178773,2.198111764641797e-08
6803,1701877980000,45132.7,-2.215685948752566e-06,BEAR,True,0.9999999999976299,0.9999999999386244,0.0,0.0,flat,OK,0.010769519024386692,0.40514884488618946,1.0038473241932554e-12,0.9999999999976299,1.3662438632878452e-12
6804,1701878040000,45132.8,2.2156859487835348e-06,BEAR,True,0.9999998914522127,0.9999983167483893,0.0,0.0,flat,OK,0.01076783770386262,0.3441190759089516,1.0028827622256449e-12,0.9999998914522127,1.0854678449151744e-07
6805,1701878100000,45186.2,0.0011824755859166322,BEAR,True,0.9999999998452193,0.9999999966710651,0.0,0.0,flat,OK,0.01076969696455599,0.4752952607271613,1.008947922136378e-12,0.9999999998452193,1.5377181020847275e-10
6806,1701878160000,45171.2,-0.0003320148684621875,BEAR,True,0.9999999999979732,0.9999999999472029,0.0,0.0,flat,OK,0.010768230328377025,0.400236208581729,1.0067108833906606e-12,0.9999999999979732,1.0201326501700094e-12
6807,1701878220000,45209.6,0.0008497380485805221,BEAR,True,0.9999995818100286,0.9999940285593886,0.0,0.0,flat,OK,0.010768408486155831,0.5201889668653832,1.0064139035034267e-12,0.9999995818100286,4.181889650368163e-07
6808,1701878280000,45171.2,-0.0008497380485805527,BEAR,True,0.9999999928649729,0.9999998716693951,0.0,0.0,flat,OK,0.01076855592016264,0.43615117349230664,1.0064139113132919e-12,0.9999999928649729,7.1340208178657955e-09
6809,1701878340000,45158.4,-0.0002834065485880574,BEAR,True,0.9999999999663569,0.9999999992267777,0.0,0.0,flat,OK,0.010767140015139794,0.3689209387938454,1.0048118503467576e-12,0.9999999999663569,3.2638303735176337e-11
6810,1701878460000,45107.2,-0.0011344300706118695,BEAR,True,0.999999761386168,0.9999964709014192,0.0,0.0,flat,OK,0.010768788229641921,0.4951367510350764,1.0085812305861183e-12,0.999999761386168,2.386128235304536e-07
6811,1701878520000,45107.2,0.0,BEAR,True,0.9999999575711848,0.9999993057712229,0.0,0.0,flat,OK,0.01076714210842723,0.4161094008280612,1.0064221491653157e-12,0.9999999575711848,4.242780885707398e-08
6812,1701878580000,45149.0,0.0009262522239692402,BEAR,True,0.9999999986493808,0.9999999736556994,0.0,0.0,flat,OK,0.010767755335570988,0.35288752066244905,1.0069954885532474e-12,0.9999999986493808,1.3496122346391875e-09
6813,1701878640000,45209.6,0.0013413224438112517,BEAR,True,0.9999997276807641,0.9999960051515476,0.0,0.0,flat,OK,0.01077055506566081,0.48231001652995925,1.0101621405764128e-12,0.9999997276807641,2.7231822579413295e-07
6814,1701878700000,45194.4,-0.0003362683098806524,BEAR,True,0.9999999957038553,0.9999999207425991,0.0,0.0,flat,OK,0.010768981698318483,0.4058480132239674,1.0076194701213869e-12,0.9999999957038553,4.295137067035393e-09
6815,1701878760000,45107.2,-0.001931306357899839,BEAR,True,0.999999744483005,0.9999962368228326,0.0,0.0,flat,OK,0.010776307505851812,0.524678410579174,1.0146976798120495e-12,0.999999744483005,2.5551598025433623e-07
6816,1701878820000,45120.0,0.00028372819029901815,BEAR,True,0.9999999999970586,0.9999999999245079,0.0,0.0,flat,OK,0.010774016142619091,0.4397427284633392,1.011003915221018e-12,0.9999999999970586,1.9304725464020133e-12
6817,1701878880000,45132.8,0.00028364771144648754,BEAR,True,0.9999999999970782,0.9999999999249921,0.0,0.0,flat,OK,0.010772028571579207,0.3717941827706714,1.0082459867461707e-12,0.9999999999970782,1.9135780221624156e-12
6818,1701878940000,45120.0,-0.0002836477114466155,BEAR,True,0.9999999977247085,0.9999999567044676,0.0,0.0,flat,OK,0.010770259364978612,0.31743534621653713,1.0061835098239975e-12,0.9999999977247085,2.2742853226530042e-09
6819,1701879000000,45184.0,0.0014174346809733152,BEAR,True,0.9999997628526713,0.9999964912601516,0.0,0.0,flat,OK,0.010773322754980176,0.4539482769732297,1.0107449800064144e-12,0.9999997628526713,2.3714631797136696e-07
6820,1701879060000,45224.0,0.0008848775022128473,BEAR,True,0.9999999661370093,0.9999994389741591,0.0,0.0,flat,OK,0.010773078254461199,0.5631586215785838,1.0080849459940777e-12,0.9999999661370093,3.386198268045988e-08
6821,1701879120000,45198.0,-0.0005750813013770167,BEAR,True,0.9999999935835512,0.9999998839729592,0.0,0.0,flat,OK,0.01077178994068554,0.47052689726286706,1.0060748200698684e-12,0.9999999935835512,6.415442779514487e-09
6822,1701879180000,45140.1,-0.0012818513545927116,BEAR,True,0.9999999735596965,0.9999995559926316,0.0,0.0,flat,OK,0.010773806131618229,0.5764215178102936,1.0097072083980256e-12,0.9999999735596965,2.6439293826407457e-08
6823,1701879240000,45156.7,0.0003676763780555873,BEAR,True,0.9999999993177808,0.9999999862658691,0.0,0.0,flat,OK,0.01077195888496847,0.4811372142482349,1.0072807134841492e-12,0.9999999993177808,6.812119389980672e-10
6824,1701879300000,45145.6,-0.0002458409155891942,BEAR,True,0.9999999966580673,0.999999937580667,0.0,0.0,flat,OK,0.010770151982718268,0.404909771398588,1.0054595959782905e-12,0.9999999966580673,3.3409273463070372e-09
6825,1701879360000,45146.3,1.5505266807287616e-05,BEAR,True,0.9999999996097071,0.9999999919419813,0.0,0.0,flat,OK,0.010768394548167831,0.3439278171188704,1.0040895402036204e-12,0.9999999996097071,3.892888954899857e-10
6826,1701879420000,45196.8,0.001117960425527174,BEAR,True,0.9999999999923377,0.9999999998117979,0.0,0.0,flat,OK,0.01076983189245227,0.47514225369509633,1.0084556008950914e-12,0.9999999999923377,6.653865591990442e-12
6827,1701879480000,45222.4,0.0005662514307588293,BEAR,True,0.9999999999939369,0.9999999998494514,0.0,0.0,flat,OK,0.01076885672785449,0.5801138029560771,1.0063523644626944e-12,0.9999999999939369,5.056894278900624e-12
6828,1701879540000,45258.9,0.0008067965862534509,BEAR,True,0.9999999612925072,0.9999993634251938,0.1287008998595779,-0.1287008998595779,short,OK,0.010768791986990564,0.6640910423648616,1.0060878108904919e-12,0.9999999612925072,3.870648671344717e-08
6829,1701879600000,45235.4,-0.0005193697399339185,BEAR,True,0.9999999999270993,0.9999999983799148,0.0,0.0,flat,OK,0.010767809956101156,0.5512728338918893,1.0045747775436397e-12,0.9999999999270993,7.189614616608445e-11
6830,1701879660000,45281.2,0.0010119691616472207,BEAR,True,0.9999999822996581,0.9999996962926118,0.12331883044818509,-0.12331883044818509,short,OK,0.010768752734064925,0.6410182671135114,1.0076478134506163e-12,0.9999999822996581,1.7699334194224826e-08
6831,1701879720000,45260.8,-0.00045061960957775695,BEAR,True,0.9999999999979771,0.9999999999473004,0.0,0.0,flat,OK,0.010767605053715443,0.5328146136908092,1.0057422117663681e-12,0.9999999999979771,1.0172266352971283e-12
6832,1701879780000,45295.7,0.0007707895452646421,BEAR,True,0.9999999999843922,0.9999999996288845,0.0,0.0,flat,OK,0.010767532295094723,0.44625169095264744,1.0058145349599114e-12,0.9999999999843922,1.460202025327764e-11
6833,1701879840000,45286.4,-0.00020533858306820852,BEAR,True,0.9999999999979826,0.9999999999474393,0.0,0.0,flat,OK,0.010766131385255421,0.37700135276211805,1.00436055833864e-12,0.9999999999979826,1.0130816750140472e-12
6834,1701879900000,45295.8,0.00020754629571238377,BEAR,True,0.9999999999979869,0.9999999999475488,0.0,0.0,flat,OK,0.010764888819755646,0.32160108220969447,1.0032713923716514e-12,0.9999999999979869,1.0098141771129665e-12
6835,1701879960000,45324.1,0.0006245868936072818,BEAR,True,0.9999999998990869,0.9999999977888151,0.0,0.0,flat,OK,0.010764612569835517,0.2772808657677556,1.0047064485964749e-12,0.9999999998990869,9.990831230843417e-11
6836,1701880080000,45332.7,0.00018972652963247498,BEAR,True,0.9999999905707299,0.9999998328007476,0.0,0.0,flat,OK,0.01076350472084438,0.24182469261420453,1.0035301631681462e-12,0.9999999905707299,9.428266632152179e-09
6837,1701880140000,45376.0,0.0009547045275449131,BEAR,True,0.9999999756222775,0.999999588826257,0.0,0.0,flat,OK,0.010764625829583738,0.39345975409136363,1.0072119228558608e-12,0.9999999756222775,2.4376715310218934e-08
6838,1701880200000,45390.0,0.000308485558711917,BEAR,True,0.9999999999966248,0.999999999913906,0.0,0.0,flat,OK,0.010763645114071917,0.5147678032730909,1.0054103717904706e-12,0.9999999999966248,2.369736330789688e-12
6839,1701880260000,45386.6,-7.490917266323494e-05,BEAR,True,0.9999999999979838,0.9999999999474701,0.0,0.0,flat,OK,0.010762563426685887,0.43181424261847273,1.0040543296333979e-12,0.9999999999979838,1.0121629888982187e-12
6840,1701880320000,45399.9,0.000292995105993744,BEAR,True,0.9999999947204449,0.9999999035925282,0.0,0.0,flat,OK,0.010761790332453633,0.3654513940947783,1.0030436197888906e-12,0.9999999947204449,5.278552132648806e-09
6841,1701880380000,45324.8,-0.0016555583463664398,BEAR,True,0.9999999999169189,0.9999999981640796,0.0,0.0,flat,OK,0.01076749067068946,0.49236111527582266,1.0125728001261483e-12,0.9999999999169189,8.206862399004974e-11
6842,1701880440000,45337.6,0.0002823662308751227,BEAR,True,0.9999999999930534,0.9999999998286007,0.0,0.0,flat,OK,0.010766130980920023,0.4138888922206582,1.0094179155494918e-12,0.9999999999930534,5.937109151801643e-12
6843,1701880500000,45363.0,0.0005600845124285383,BEAR,True,0.9999999999157068,0.9999999981384892,0.0,0.0,flat,OK,0.010765520877300455,0.35111111377652654,1.0070733433195492e-12,0.9999999999157068,8.328613201925804e-11
6844,1701880560000,45399.9,0.0008131076030630176,BEAR,True,0.9999999996831773,0.9999999933976926,0.0,0.0,flat,OK,0.010765812549229998,0.48088889102122123,1.0061357245493687e-12,0.9999999996831773,3.158165707957914e-10
6845,1701880620000,45388.8,-0.0002445238241170009,BEAR,True,0.9999999999979816,0.999999999947415,0.0,0.0,flat,OK,0.010764620964141875,0.4047111128169771,1.0046022700298102e-12,0.9999999999979816,1.013806810087465e-12
6846,1701880680000,45376.0,-0.0002820476679253569,BEAR,True,0.9999999999665965,0.9999999992320474,0.0,0.0,flat,OK,0.010763613755013089,0.34376889025358176,1.0034542409013872e-12,0.9999999999665965,3.240012579646674e-11
6847,1701880740000,45400.0,0.0005287741376400237,BEAR,True,0.9999999996072342,0.9999999918932209,0.0,0.0,flat,OK,0.010763195475026237,0.2950151122028654,1.0039815962661625e-12,0.9999999996072342,3.917617954597876e-10
6848,1701880800000,45376.1,-0.0005265703318878281,BEAR,True,0.9999999997838938,0.9999999954196787,0.0,0.0,flat,OK,0.01076281182193407,0.25601208976229234,1.0039649361195894e-12,0.9999999997838939,2.1510216611077555e-10
6849,1701880860000,45324.8,-0.0011311906600761953,BEAR,True,0.9999999998747158,0.99999999728049,0.0,0.0,flat,OK,0.010764881356104346,0.4048096718098339,1.008556522888257e-12,0.9999999998747158,1.242756721738902e-10
6850,1701880980000,45300.0,-0.0005473115663498395,BEAR,True,0.9999999867896037,0.9999997698119562,0.0,0.0,flat,OK,0.010764352689252866,0.5238477374478672,1.0064272091914155e-12,0.9999999867896037,1.3209389907966153e-08
6851,1701881040000,45363.2,0.0013941711794176813,BEAR,True,0.9999999887810986,0.9999998028432886,0.0,0.0,flat,OK,0.01076785412198036,0.6190781899582938,1.010566772675364e-12,0.9999999887810986,1.121789086708274e-08
6852,1701881100000,45337.6,-0.000564493382192653,BEAR,True,0.9999999938231904,0.9999998880919776,0.0,0.0,flat,OK,0.010767044752572804,0.5152625519666352,1.0079341809495037e-12,0.9999999938231904,6.175801698291354e-09
6853,1701881160000,45253.8,-0.0018500657656720593,BEAR,True,0.9999997058156825,0.9999957050785807,0.0,0.0,flat,OK,0.010773820577263626,0.6122100415733082,1.0140707195007185e-12,0.9999997058156825,2.941833034545169e-07
6854,1701881220000,45260.8,0.00015467118042736242,BEAR,True,0.9999999999979579,0.9999999999468192,0.0,0.0,flat,OK,0.010771648823886268,0.5097680332586465,1.0105270142246861e-12,0.9999999999979579,1.0315810426722391e-12
6855,1701881280000,45248.0,-0.00028284542686103344,BEAR,True,0.9999999999979685,0.9999999999470844,0.0,0.0,flat,OK,0.010769900788395721,0.4278144266069172,1.0078895024871194e-12,0.9999999999979685,1.0236685074594146e-12
6856,1701881340000,45191.5,-0.001249454217467985,BEAR,True,0.999999999997917,0.9999999999457919,0.0,0.0,flat,OK,0.010771910632166691,0.5422515412855338,1.0094595512020566e-12,0.999999999997917,1.0735742972115892e-12
6857,1701881400000,45196.8,0.00011727181518122037,BEAR,True,0.9999999999979716,0.9999999999471654,0.0,0.0,flat,OK,0.010769961920359478,0.45380123302842706,1.0070834977079225e-12,0.9999999999979716,1.021250493121798e-12
6858,1701881460000,45192.1,-0.00010399507028495826,BEAR,True,0.9999999478302327,0.9999991562044768,0.0,0.0,flat,OK,0.010768239109546576,0.3830409864227417,1.0053069273466106e-12,0.9999999478302328,5.216876187650918e-08
6859,1701881520000,45177.3,-0.0003275445036110341,BEAR,True,0.9999998349380506,0.9999975033609134,0.0,0.0,flat,OK,0.010766933799767777,0.32643278913819346,1.0039836348493318e-12,0.9999998349380506,1.6506094546097588e-07
6860,1701881580000,45180.5,7.082952443149016e-05,BEAR,True,0.999999999997604,0.9999999999379802,0.0,0.0,flat,OK,0.010765518774746055,0.2811462313105548,1.0029861686603391e-12,0.999999999997604,1.3930338797295352e-12
6861,1701881640000,45196.8,0.0003607100494646524,BEAR,True,0.9999999999979892,0.999999999947605,0.0,0.0,flat,OK,0.010764554718771772,0.24491698504844384,1.0027126640097427e-12,0.9999999999979892,1.0081379920272496e-12
6862,1701881700000,45196.8,0.0,BEAR,True,0.9999999999760888,0.9999999994421549,0.0,0.0,flat,OK,0.010763374656095141,0.21593358803875512,1.0020331192148433e-12,0.9999999999760889,2.2909011745321064e-11
6863,1701881760000,45148.0,-0.0010803057784410086,BEAR,True,0.999999888275504,0.9999982704208605,0.0,0.0,flat,OK,0.010765129234333447,0.37274687043100413,1.0081684740387425e-12,0.999999888275504,1.1172348788036827e-07
6864,1701881820000,45171.2,0.0005137335253246516,BEAR,True,0.9999999999865374,0.9999999996777523,0.0,0.0,flat,OK,0.010764499739015733,0.3181974963448033,1.006134940096282e-12,0.9999999999865374,1.245653435105872e-11
6865,1701881880000,45209.7,0.0008519499657265663,BEAR,True,0.999999993233424,0.9999998779693747,0.0,0.0,flat,OK,0.010765060761838382,0.45455799707584266,1.006430714467165e-12,0.999999993233424,6.7655695565029094e-09
6866,1701881940000,45230.2,0.00045333973945320616,BEAR,True,0.9999999999447476,0.9999999987572623,0.0,0.0,flat,OK,0.010764300813083806,0.5636463976606741,1.0048299178860474e-12,0.9999999999447476,5.424756873404806e-11
6867,1701882000000,45196.8,-0.0007387174520634549,BEAR,True,0.9999999963560008,0.9999999322264795,0.0,0.0,flat,OK,0.010764448205532925,0.47091711812853937,1.005571247664681e-12,0.9999999963560008,3.6429937163177646e-09
6868,1701882060000,45253.8,0.00126035664872025,BEAR,True,0.9999864874594087,0.9998497981322951,0.0,0.0,flat,OK,0.010767085138880214,0.5767336945028315,1.009542500945206e-12,0.9999864874594087,1.3512539581799311e-05
6869,1701882120000,45197.4,-0.0012470814607102513,BEAR,True,0.9999824257253553,0.9998088532408462,0.0,0.0,flat,OK,0.010769343287769786,0.48138695560226524,1.0094409289439282e-12,0.9999824257253553,1.7574273635264294e-05
6870,1701882180000,45158.7,-0.0008566107294682385,BEAR,True,0.9999999999733372,0.9999999993809195,0.0,0.0,flat,OK,0.010769384320559896,0.5851095644818123,1.007105018236019e-12,0.9999999999733372,2.5655700198916695e-11
6871,1701882240000,45235.1,0.0016903818224713505,BEAR,True,0.9981089872324532,0.9874868601810265,0.1296128408473982,-0.1296128408473982,short,OK,0.01077454804293653,0.6680876515854499,1.0127696115959238e-12,0.9981089872324532,0.0018910127665340553
6872,1701882300000,45235.1,0.0,BEAR,True,0.9999999996035314,0.9999999918202,0.0,0.0,flat,OK,0.010772256010136837,0.55447012126836,1.0095996752710835e-12,0.9999999996035314,3.9545904574078504e-10
6873,1701882360000,45260.8,0.0005679815481345213,BEAR,True,0.9999999999127557,0.9999999980761914,0.0,0.0,flat,OK,0.010771033824958125,0.463576097014688,1.007209912006481e-12,0.9999999999127557,8.623713080967199e-11
6874,1701882420000,45248.0,-0.00028284542686103344,BEAR,True,0.9999999999970606,0.9999999999245591,0.0,0.0,flat,OK,0.010769359340679968,0.3908608776117504,1.0054079379120697e-12,0.9999999999970606,1.934117349705553e-12
6875,1701882480000,45273.6,0.0005656108748075516,BEAR,True,0.999999999914415,0.9999999981112202,0.0,0.0,flat,OK,0.010768446754423837,0.33268870208940043,1.0042601534785034e-12,0.999999999914415,8.458071674087566e-11
6876,1701882540000,45321.0,0.0010464200807826444,BEAR,True,0.9999999517395473,0.9999992160114621,0.0,0.0,flat,OK,0.01076949359618601,0.46615096167152037,1.0079102301648396e-12,0.9999999517395473,4.82594448670174e-08
6877,1701882600000,45324.8,8.384282564064957e-05,BEAR,True,0.9999999999979762,0.9999999999472818,0.0,0.0,flat,OK,0.010767796148452793,0.39292076933721626,1.0059242935623315e-12,0.9999999999979763,1.0177728806850167e-12
6878,1701882660000,45350.0,0.0005558325058072929,BEAR,True,0.9999999986301279,0.9999999732979239,0.0,0.0,flat,OK,0.010767021786578236,0.514336615469773,1.0044531625871042e-12,0.9999999986301279,1.368867723965668e-09
6879,1701882720000,45388.8,0.0008552020164421864,BEAR,True,0.9999999999243284,0.9999999983210489,0.0,0.0,flat,OK,0.010767341400295784,0.6114692923758185,1.0064554202852284e-12,0.9999999999243284,7.466511561853043e-11
6880,1701882780000,45465.6,0.001690617477907452,BEAR,True,0.9999999243520901,0.9999988020592936,0.1343172617742149,-0.1343172617742149,short,OK,0.0107727376590873,0.6891754339006548,1.0128424660091447e-12,0.9999999243520901,7.564689715565117e-08
6881,1701882840000,45421.5,-0.0009704348243239698,BEAR,True,0.9999999999912079,0.999999999785413,0.0,0.0,flat,OK,0.01077291049819883,0.5713403471205241,1.0096637411451435e-12,0.9999999999912079,7.782412326918048e-12
6882,1701882900000,45414.4,-0.00015632585826652265,BEAR,True,0.9999999999942384,0.9999999998565983,0.0,0.0,flat,OK,0.010770888297336783,0.4770722776964193,1.0072379276287263e-12,0.9999999999942384,4.754442535202718e-12
6883,1701882960000,45418.4,8.807391168345899e-05,BEAR,True,0.9999999947418057,0.9999999039631325,0.0,0.0,flat,OK,0.010769060230898393,0.40165782215713547,1.0054218395606455e-12,0.9999999947418057,5.257189008571704e-09
6884,1701883020000,45464.8,0.001021090895379782,BEAR,True,0.9999976372518937,0.9999699859704535,0.0,0.0,flat,OK,0.010769920981837653,0.5213262577257084,1.0077172281869719e-12,0.9999976372518937,2.3627470986076833e-06
6885,1701883080000,45427.4,-0.0008229529510952555,BEAR,True,0.9999987761410818,0.9999837204818726,0.0,0.0,flat,OK,0.010769794079207758,0.4370610061805668,1.0062104565999433e-12,0.9999987761410818,1.223857912017997e-06
6886,1701883140000,45440.0,0.0002773271840232938,BEAR,True,0.9999999999979814,0.9999999999474092,0.0,0.0,flat,OK,0.010768239909584634,0.36964880494445346,1.0046592770549698e-12,0.9999999999979814,1.0139778311633727e-12
6887,1701883200000,45401.6,-0.0008454276958396702,BEAR,True,0.9999999931839232,0.999999877121942,0.0,0.0,flat,OK,0.010768395802931471,0.49571904395556277,1.0063811687165134e-12,0.9999999931839232,6.815070444341214e-09
6888,1701883260000,45400.9,-1.5418077696364195e-05,BEAR,True,0.999999999997981,0.9999999999473973,0.0,0.0,flat,OK,0.010766803997180214,0.4165752351644502,1.0047787474130447e-12,0.999999999997981,1.0143362422371979e-12
6889,1701883320000,45414.4,0.0002973067335446306,BEAR,True,0.9999998676651424,0.9999979717522164,0.0,0.0,flat,OK,0.010765603157053471,0.3532601881315602,1.0035869031676072e-12,0.9999998676651424,1.3233385406876415e-07
6890,1701883380000,45461.8,0.0010431775161916595,BEAR,True,0.9999999788686856,0.9999996408326072,0.0,0.0,flat,OK,0.010766934580647093,0.4826081505052482,1.0078855259080907e-12,0.9999999788686856,2.1130306479702895e-08
6891,1701883440000,45439.5,-0.0004906420578662118,BEAR,True,0.9999999999872252,0.9999999996934911,0.0,0.0,flat,OK,0.010766064958894468,0.4060865204041985,1.0059219298298574e-12,0.9999999999872252,1.1768898586306562e-11
6892,1701883500000,45392.9,-0.0010260656789518672,BEAR,True,0.9999999999916345,0.9999999997953596,0.0,0.0,flat,OK,0.010767254047113591,0.5248692163233588,1.0077551724642128e-12,0.9999999999916345,7.357728884174752e-12
6893,1701883560000,45376.0,-0.0003723742426158078,BEAR,True,0.9999999999979766,0.9999999999472924,0.0,0.0,flat,OK,0.010766101631456521,0.6198953730586871,1.0058196194727166e-12,0.9999999999979767,1.0174588584162793e-12
6894,1701883620000,45427.2,0.0011277136802686375,BEAR,True,0.9999999999865968,0.9999999996791054,0.0,0.0,flat,OK,0.01076781345611671,0.5159162984469499,1.008529998068052e-12,0.9999999999865968,1.2394701608766829e-11
6895,1701883680000,45401.7,-0.0005614953097518757,BEAR,True,0.9999999999120195,0.9999999980606686,0.0,0.0,flat,OK,0.010767022142364304,0.4327330387575599,1.0064079348569156e-12,0.9999999999120195,8.697411478023077e-11
6896,1701883740000,45420.3,0.00040959239523548314,BEAR,True,0.9999999999532547,0.9999999989409439,0.0,0.0,flat,OK,0.010765974430286812,0.36618643100604803,1.0048114296596345e-12,0.9999999999532548,4.574032891080102e-11
6897,1701883800000,45388.8,-0.0006937630978268443,BEAR,True,0.9999999999979791,0.9999999999473518,0.0,0.0,flat,OK,0.010765796316352636,0.31294914480483843,1.005230438372141e-12,0.9999999999979791,1.0156913151144694e-12
6898,1701883860000,45440.0,0.0011273958353081857,BEAR,True,0.9999999957512964,0.9999999215747798,0.0,0.0,flat,OK,0.010767533307623214,0.4503593158438708,1.008527573288426e-12,0.9999999957512964,4.247695136014025e-09
6899,1701883920000,45478.8,0.0008535088970689542,BEAR,True,0.9999998830321143,0.9999981941327898,0.0,0.0,flat,OK,0.010767765323079014,0.5602874526750967,1.0064425553474958e-12,0.9999998830321143,1.1696687939171169e-07
6900,1701883980000,45478.8,0.0,BEAR,True,0.9999999999976256,0.9999999999385172,0.0,0.0,flat,OK,0.01076622681957573,0.46822996214007734,1.00482414822152e-12,0.9999999999976256,1.369568885596988e-12
6901,1701884040000,45478.8,0.0,BEAR,True,0.9999999999979856,0.9999999999475144,0.0,0.0,flat,OK,0.010764864573044456,0.39458396971206183,1.0036137528463024e-12,0.9999999999979856,1.0108412585369228e-12
6902,1701884100000,45485.5,0.00014731053857643028,BEAR,True,0.9999999999979892,0.9999999999476052,0.0,0.0,flat,OK,0.010763699973642599,0.3356671757696495,1.0027105347681169e-12,0.9999999999979892,1.0081316043023639e-12
6903,1701884160000,45465.6,-0.00043759779304608444,BEAR,True,0.9999999999381731,0.9999999986161628,0.0,0.0,flat,OK,0.010763066511701969,0.2885337406157196,1.0032927903306095e-12,0.9999999999381731,6.082354593336425e-11
6904,1701884220000,45414.4,-0.0011267606825905066,BEAR,True,0.9999999654511068,0.9999994282412608,0.0,0.0,flat,OK,0.010765091894505434,0.4308269924925757,1.008522727313455e-12,0.9999999654511068,3.454788471105176e-08
6905,1701884280000,45427.3,0.0002840105389201004,BEAR,True,0.9999999999979744,0.9999999999472351,0.0,0.0,flat,OK,0.010764018389942577,0.3646615939940607,1.0063906098457994e-12,0.9999999999979744,1.0191718295358744e-12
6906,1701884340000,45453.2,0.0005699792739077878,BEAR,True,0.9999996960238422,0.999995571183483,0.0,0.0,flat,OK,0.010763664131539891,0.31172927519524857,1.0048035786505718e-12,0.9999996960238422,3.039751530019917e-07
6907,1701884460000,45475.2,0.0004838972296727572,BEAR,True,0.9999999939028108,0.9999998894624228,0.0,0.0,flat,OK,0.01076312519040641,0.26938342015619887,1.0036424484369562e-12,0.9999999939028108,6.096185570668838e-09
6908,1701884520000,45487.0,0.00025944843168247835,BEAR,True,0.999999971901424,0.9999995297020051,0.0,0.0,flat,OK,0.010762242115081441,0.23550673612495915,1.0027340845140699e-12,0.999999971901424,2.8097573287259614e-08
6909,1701884580000,45474.0,-0.00028583678914066165,BEAR,True,0.9999999998213958,0.9999999961827108,0.0,0.0,flat,OK,0.010761489074923332,0.20840538889996735,1.0021483815660807e-12,0.9999999998213958,1.7760206106249084e-10
6910,1701884640000,45491.2,0.0003781666000839426,BEAR,True,0.9999999427923507,0.9999990795228835,0.0,0.0,flat,OK,0.010760962036481882,0.1867243111199739,1.002844316207037e-12,0.9999999427923507,5.720664646955967e-08
6911,1701884700000,45500.0,0.00019342529887373452,BEAR,True,0.9999998796462126,0.9999981449843733,0.0,0.0,flat,OK,0.010760233617080256,0.16937944889597917,1.0021344756557669e-12,0.9999998796462126,1.203527853253351e-07
6912,1701884760000,45478.4,-0.00047483799244319455,BEAR,True,0.9999999999979857,0.9999999999475183,0.0,0.0,flat,OK,0.010760035178831702,0.15550355911678332,1.0035740130220726e-12,0.9999999999979857,1.010722039064264e-12
6913,1701884820000,45489.7,0.00024843873969263816,BEAR,True,0.9999999530956913,0.9999992368248182,0.0,0.0,flat,OK,0.01075945808704296,0.14440284729342667,1.0026825640370835e-12,0.9999999530956913,4.6903306056703494e-08
6914,1701884880000,45443.2,-0.0010227322355973792,BEAR,True,0.9999999999966634,0.9999999999148441,0.0,0.0,flat,OK,0.010761314070461585,0.31552227783474135,1.0077297830038112e-12,0.9999999999966634,2.3288568683168525e-12
6915,1701884940000,45465.7,0.0004950010496095628,BEAR,True,0.9999999999874518,0.9999999996986826,0.0,0.0,flat,OK,0.010761025319886125,0.2724178222677931,1.005805361024788e-12,0.9999999999874518,1.154248301977279e-11
6916,1701885000000,45491.2,0.0005607051398647099,BEAR,True,0.9999999995477642,0.9999999907246163,0.0,0.0,flat,OK,0.010760945806147476,0.2379342578142345,1.0043640335708374e-12,0.9999999995477642,4.5123142630237767e-10
6917,1701885060000,45452.8,-0.0008444757715086733,BEAR,True,0.9999981864534909,0.9999765257900656,0.0,0.0,flat,OK,0.010761834802108565,0.21034740625138765,1.0063739038137529e-12,0.9999981864534909,1.8135455027326934e-06
6918,1701885120000,45465.6,0.0002815711689727857,BEAR,True,0.9999999627011041,0.999999385331784,0.0,0.0,flat,OK,0.010761096042506453,0.18827792500111012,1.0047818497056688e-12,0.9999999627011041,3.729789108785834e-08
6919,1701885180000,45388.8,-0.0016906174779074388,BEAR,True,0.9978614834912277,0.9860887555280242,0.0,0.0,flat,OK,0.010767139296648187,0.3506223400008881,1.0127621150692551e-12,0.9978614834912277,0.0021385165077596126
6920,1701885240000,45363.2,-0.0005641749091818072,BEAR,True,0.9999997296057881,0.9999960316450223,0.0,0.0,flat,OK,0.010766378871958662,0.4804978720007105,1.0096374778211801e-12,0.9999997296057881,2.703932022568041e-07
6921,1701885300000,45275.3,-0.0019395737474969432,BEAR,True,0.9999999940854212,0.999999892608984,0.0,0.0,flat,OK,0.010774031090145799,0.5843982976005684,1.0147615360133697e-12,0.9999999940854212,5.913564119075925e-09
