agg_trade_id,price,quantity,first_trade_id,last_trade_id,transact_time,is_buyer_maker
1861458,69082.5,0.005,2718018,2718018,1774578808135,true
1861459,69082.4,0.005,2718019,2718019,1774578808135,true
1861460,69073.7,0.002,2718020,2718021,1774578840516,false
1861461,69046.8,0.001,2718022,2718022,1774578898728,true
1861462,69027.1,0.001,2718023,2718023,1774578935814,false
1861463,69020.8,0.018,2718024,2718024,1774578946015,false
1861464,69012.6,0.001,2718025,2718025,1774578961122,true
1861465,69023.7,0.01,2718026,2718026,1774579025577,true
1861466,69007.4,0.012,2718027,2718027,1774579050916,false
1861467,68980.3,0.01,2718028,2718028,1774579122281,true
1861468,68980.2,0.07,2718029,2718029,1774579122281,true
1861469,68983.0,0.01,2718030,2718030,1774579129341,true
1861470,68982.9,0.07,2718031,2718031,1774579129341,true
1861471,68981.0,0.001,2718032,2718032,1774579129341,true
1861472,68974.4,0.001,2718033,2718033,1774579136952,true
1861473,68962.5,0.001,2718034,2718034,1774579136952,true
1861474,68961.8,0.001,2718035,2718035,1774579136952,true
1861475,68959.6,0.001,2718036,2718036,1774579137230,true
1861476,68957.4,0.01,2718037,2718037,1774579137321,true
1861477,68957.3,0.011,2718038,2718038,1774579137321,true
1861478,68965.0,0.006,2718039,2718040,1774579140596,false
1861479,68962.6,0.012,2718041,2718042,1774579142391,true
1861480,68962.9,0.012,2718043,2718044,1774579152650,true
1861481,68962.8,0.07,2718045,2718045,1774579152650,true
1861482,68961.0,0.001,2718046,2718046,1774579152650,true
1861483,68962.6,0.002,2718047,2718048,1774579157686,true
1861484,68962.2,0.01,2718049,2718049,1774579157686,true
1861485,68962.1,0.07,2718050,2718050,1774579157686,true
1861486,68956.8,0.001,2718051,2718051,1774579182841,true
1861487,68955.6,0.001,2718052,2718052,1774579182841,true
1861488,68955.0,0.011,2718053,2718053,1774579183786,true
1861489,68934.1,0.001,2718054,2718054,1774579282232,true
1861490,68933.1,0.01,2718055,2718055,1774579282232,true
1861491,68933.0,0.022,2718056,2718056,1774579282232,true
1861492,68902.6,0.002,2718057,2718057,1774579317289,true
1861493,68901.4,0.001,2718058,2718058,1774579317289,true
1861494,68900.4,0.001,2718059,2718059,1774579317289,true
1861495,68900.3,0.004,2718060,2718060,1774579317289,true
1861496,68889.4,0.005,2718061,2718061,1774579330052,true
1861497,68883.5,0.001,2718062,2718062,1774579330902,true
1861498,68910.0,0.001,2718063,2718063,1774579347735,true
1861499,68918.9,0.003,2718064,2718064,1774579357302,true
1861500,68925.1,0.034,2718065,2718065,1774579367235,false
1861501,68931.5,0.005,2718066,2718066,1774579371155,false
1861502,68932.2,0.005,2718067,2718067,1774579371155,false
1861503,68932.3,0.04,2718068,2718069,1774579371155,false
1861504,68947.1,0.01,2718070,2718070,1774579372627,true
1861505,68947.0,0.07,2718071,2718071,1774579372627,true
1861506,68937.7,0.032,2718072,2718073,1774579372627,true
1861507,68949.3,0.07,2718074,2718074,1774579427493,false
1861508,68944.6,0.217,2718075,2718075,1774579495936,true
1861509,68937.7,1.45,2718076,2718077,1774579495936,true
1861510,68934.9,0.001,2718078,2718078,1774579495936,true
1861511,68921.1,0.001,2718079,2718079,1774579496501,true
1861512,68918.3,0.01,2718080,2718080,1774579496627,true
1861513,68918.2,0.018,2718081,2718081,1774579496627,true
1861514,68941.8,0.001,2718082,2718082,1774579501690,true
1861515,68952.4,0.025,2718083,2718083,1774579541431,true
1861516,68953.2,0.001,2718084,2718084,1774579617296,true
1861517,68933.7,0.07,2718085,2718085,1774579696577,false
1861518,68939.4,0.011,2718086,2718086,1774579696577,false
1861519,68939.7,0.005,2718087,2718087,1774579696577,false
1861520,68939.8,0.001,2718088,2718088,1774579696577,false
1861521,68943.1,0.005,2718089,2718089,1774579696577,false
1861522,68943.2,0.005,2718090,2718090,1774579696577,false
1861523,68944.3,0.001,2718091,2718091,1774579696577,false
1861524,68946.6,0.016,2718092,2718092,1774579696577,false
1861525,68946.7,0.019,2718093,2718094,1774579696577,false
1861526,68949.3,0.035,2718095,2718095,1774579696577,false
1861527,68949.4,0.176,2718096,2718096,1774579696577,false
1861528,68941.2,0.001,2718097,2718097,1774579742100,true
1861529,68944.3,0.057,2718098,2718098,1774579751840,true
1861530,68948.6,0.002,2718099,2718099,1774579800535,true
1861531,68948.7,0.001,2718100,2718100,1774579805264,false
1861532,68956.1,0.011,2718101,2718101,1774579844991,false
1861533,68967.3,0.005,2718102,2718102,1774579851734,false
1861534,68970.2,0.005,2718103,2718103,1774579851734,false
1861535,68981.7,0.001,2718104,2718104,1774579980557,true
1861536,68980.9,0.001,2718105,2718105,1774579980557,true
1861537,68978.6,0.001,2718106,2718106,1774580161247,true
1861538,68950.0,0.05,2718107,2718107,1774580270571,true
1861539,68942.0,0.001,2718108,2718108,1774580281111,true
1861540,68940.8,0.01,2718109,2718109,1774580293911,false
1861541,68940.9,0.018,2718110,2718110,1774580293911,false
1861542,68931.2,0.01,2718111,2718111,1774580315463,false
1861543,68912.4,0.001,2718112,2718112,1774580528674,true
1861544,68911.3,0.028,2718113,2718113,1774580528674,true
1861545,68898.9,0.001,2718114,2718114,1774580681271,true
1861546,68886.1,0.003,2718115,2718115,1774580700477,false
1861547,68825.9,0.001,2718116,2718116,1774580844389,true
1861548,68809.2,0.001,2718117,2718117,1774580847507,true
1861549,68807.5,0.005,2718118,2718118,1774580847507,true
1861550,68800.1,0.014,2718119,2718119,1774580847507,true
1861551,68800.0,0.011,2718120,2718121,1774580847507,true
1861552,68796.9,0.018,2718122,2718123,1774580847508,true
1861553,68794.9,0.001,2718124,2718124,1774580847514,true
1861554,68790.5,0.017,2718125,2718125,1774580847514,true
1861555,68785.0,0.001,2718126,2718126,1774580847514,true
1861556,68778.6,0.015,2718127,2718128,1774580847514,true
1861557,68776.6,0.015,2718129,2718129,1774580847518,true
1861558,68772.9,0.014,2718130,2718130,1774580847518,true
1861559,68756.1,0.017,2718131,2718131,1774580847518,true
1861560,68748.6,0.013,2718132,2718132,1774580847525,true
1861561,68745.6,0.018,2718133,2718133,1774580847525,true
1861562,68725.9,0.01,2718134,2718134,1774580847663,true
1861563,68722.1,0.004,2718135,2718135,1774580847761,false
1861564,68723.7,0.004,2718136,2718136,1774580847768,false
1861565,68725.3,0.004,2718137,2718137,1774580847768,false
1861566,68726.9,0.004,2718138,2718138,1774580847768,false
1861567,68733.9,0.004,2718139,2718139,1774580847771,false
1861568,68728.5,0.014,2718140,2718144,1774580847781,false
1861569,68735.5,0.004,2718145,2718145,1774580847815,false
1861570,68737.1,0.004,2718146,2718147,1774580847815,false
1861571,68738.7,0.004,2718148,2718150,1774580847818,false
1861572,68739.7,0.001,2718151,2718151,1774580847841,false
1861573,68740.3,0.004,2718152,2718152,1774580847841,false
1861574,68775.0,0.002,2718153,2718154,1774580882751,true
1861575,68714.9,0.035,2718155,2718155,1774580920847,true
1861576,68714.8,0.001,2718156,2718156,1774580920847,true
1861577,68712.0,0.218,2718157,2718157,1774580920847,true
1861578,68708.1,0.059,2718158,2718158,1774580920847,true
1861579,68704.8,0.031,2718159,2718159,1774580920847,true
1861580,68754.9,0.001,2718160,2718160,1774581001593,true
1861581,68755.6,0.015,2718161,2718161,1774581019912,true
1861582,68754.0,0.274,2718162,2718162,1774581028197,false
1861583,68754.0,0.003,2718163,2718163,1774581028303,false
1861584,68749.6,0.011,2718164,2718164,1774581033592,true
1861585,68744.9,0.005,2718165,2718165,1774581049177,true
1861586,68741.8,0.005,2718166,2718166,1774581049177,true
1861587,68741.7,0.005,2718167,2718167,1774581049177,true
1861588,68711.0,0.01,2718168,2718168,1774581114975,false
1861589,68711.1,0.07,2718169,2718169,1774581114975,false
1861590,68719.0,0.001,2718170,2718170,1774581114975,false
1861591,68720.0,0.069,2718171,2718171,1774581118965,true
1861592,68719.0,0.001,2718172,2718172,1774581125144,false
1861593,68725.9,0.001,2718173,2718173,1774581125144,false
1861594,68732.8,0.001,2718174,2718174,1774581125144,false
1861595,68739.0,0.05,2718175,2718175,1774581125148,false
1861596,68739.7,0.001,2718176,2718176,1774581125148,false
1861597,68740.0,0.337,2718177,2718179,1774581125148,false
1861598,68746.5,0.046,2718180,2718180,1774581125347,true
1861599,68762.2,0.005,2718181,2718182,1774581129521,false
1861600,68781.1,0.001,2718183,2718183,1774581129524,false
1861601,68791.4,0.001,2718184,2718184,1774581129606,true
1861602,68800.6,0.011,2718185,2718187,1774581132244,false
1861603,68771.0,0.002,2718188,2718189,1774581183721,false
1861604,68786.3,0.001,2718190,2718190,1774581259217,true
1861605,68788.0,0.001,2718191,2718191,1774581312241,false
1861606,68778.4,0.001,2718192,2718192,1774581318033,false
1861607,68788.8,0.07,2718193,2718193,1774581328864,false
1861608,68786.3,0.001,2718194,2718194,1774581331732,true
1861609,68773.5,0.015,2718195,2718195,1774581349003,false
1861610,68786.2,0.005,2718196,2718196,1774581392228,false
1861611,68786.3,0.005,2718197,2718197,1774581392228,false
1861612,68786.4,0.005,2718198,2718198,1774581392228,false
1861613,68800.3,0.07,2718199,2718199,1774581394186,false
1861614,68801.8,0.001,2718200,2718200,1774581394186,false
1861615,68808.7,0.014,2718201,2718202,1774581394186,false
1861616,68814.5,0.016,2718203,2718203,1774581394186,false
1861617,68815.0,0.071,2718204,2718205,1774581394186,false
1861618,68815.1,0.218,2718206,2718206,1774581394186,false
1861619,68815.6,0.001,2718207,2718207,1774581394186,false
1861620,68817.0,0.07,2718208,2718208,1774581394186,false
1861621,68817.3,0.001,2718209,2718209,1774581394186,false
1861622,68822.5,0.001,2718210,2718210,1774581394186,false
1861623,68823.9,0.059,2718211,2718211,1774581394186,false
1861624,68829.4,0.019,2718212,2718213,1774581394186,false
1861625,68832.3,0.059,2718214,2718214,1774581394186,false
1861626,68834.0,0.014,2718215,2718215,1774581394186,false
1861627,68800.8,0.07,2718216,2718216,1774581394356,false
1861628,68808.7,0.001,2718217,2718217,1774581394356,false
1861629,68815.6,0.001,2718218,2718218,1774581394356,false
1861630,68816.9,0.015,2718219,2718219,1774581394356,false
1861631,68817.0,0.07,2718220,2718220,1774581394356,false
1861632,68817.2,0.015,2718221,2718221,1774581394356,false
1861633,68817.3,0.059,2718222,2718222,1774581394356,false
1861634,68822.5,0.001,2718223,2718223,1774581394356,false
1861635,68825.6,0.059,2718224,2718224,1774581394356,false
1861636,68829.4,0.019,2718225,2718226,1774581394356,false
1861637,68834.0,0.023,2718227,2718228,1774581394356,false
1861638,68834.1,0.281,2718229,2718229,1774581394356,false
1861639,68827.2,0.001,2718230,2718230,1774581410979,false
1861640,68803.0,0.002,2718231,2718232,1774581438121,false
1861641,68823.4,0.046,2718233,2718233,1774581459958,true
1861642,68835.3,0.005,2718234,2718234,1774581480558,true
1861643,68800.1,0.001,2718235,2718235,1774581525402,true
1861644,68804.1,0.022,2718236,2718236,1774581532029,true
1861645,68825.5,0.001,2718237,2718237,1774581540603,true
1861646,68806.3,0.001,2718238,2718238,1774581781378,true
1861647,68803.0,0.001,2718239,2718239,1774581785118,true
1861648,68786.3,0.007,2718240,2718240,1774581827525,true
1861649,68746.8,0.07,2718241,2718241,1774581839212,false
1861650,68764.1,0.07,2718242,2718242,1774581846064,false
1861651,68834.7,0.07,2718243,2718243,1774581997747,false
1861652,68870.8,0.006,2718244,2718245,1774582200272,false
1861653,68872.0,0.02,2718246,2718246,1774582200272,false
1861654,68877.6,0.035,2718247,2718247,1774582228979,false
1861655,68868.4,0.047,2718248,2718248,1774582313829,false
1861656,68827.7,0.001,2718249,2718249,1774582440512,true
1861657,68863.4,0.001,2718250,2718250,1774582501597,true
1861658,68890.0,0.15,2718251,2718251,1774582504307,false
1861659,68890.1,0.045,2718252,2718253,1774582507921,true
1861660,68919.3,0.001,2718254,2718254,1774582514627,true
1861661,68903.1,0.035,2718255,2718256,1774582742688,false
1861662,68903.2,0.026,2718257,2718257,1774582742688,false
1861663,68914.3,0.07,2718258,2718258,1774582786119,false
1861664,68917.2,0.07,2718259,2718259,1774582786187,false
1861665,68918.9,0.07,2718260,2718260,1774583016320,false
1861666,68926.0,0.001,2718261,2718261,1774583016320,false
1861667,68932.1,0.002,2718262,2718262,1774583016320,false
1861668,68863.2,0.058,2718263,2718263,1774583142675,false
1861669,68860.8,0.008,2718264,2718264,1774583154827,false
1861670,68891.0,0.003,2718265,2718265,1774583233697,false
1861671,68866.1,0.001,2718266,2718266,1774583341118,true
1861672,68879.7,0.056,2718267,2718267,1774583515824,true
1861673,68870.5,0.01,2718268,2718268,1774583616329,true
1861674,68877.9,0.001,2718269,2718269,1774583640556,true
1861675,68841.6,0.001,2718270,2718270,1774583706212,true
1861676,68841.5,0.001,2718271,2718271,1774583706212,true
1861677,68839.3,0.023,2718272,2718272,1774583706216,true
1861678,68839.3,0.047,2718273,2718273,1774583706380,true
1861679,68836.5,0.038,2718274,2718274,1774583706380,true
1861680,68805.9,0.055,2718275,2718275,1774583881737,true
1861681,68793.2,0.001,2718276,2718276,1774584002989,true
1861682,68813.8,0.012,2718277,2718277,1774584008189,false
1861683,68812.1,0.009,2718278,2718278,1774584010130,true
1861684,68808.1,0.005,2718279,2718279,1774584014481,true
1861685,68808.0,0.005,2718280,2718280,1774584014481,true
1861686,68807.9,0.005,2718281,2718281,1774584014481,true
1861687,68807.1,0.035,2718282,2718282,1774584014481,true
1861688,68800.1,0.001,2718283,2718283,1774584014488,true
1861689,68773.4,0.002,2718284,2718284,1774584014611,true
1861690,68783.1,0.024,2718285,2718285,1774584037573,true
1861691,68773.5,0.025,2718286,2718287,1774584041702,true
1861692,68741.8,0.005,2718288,2718288,1774584048044,true
1861693,68741.6,0.005,2718289,2718289,1774584048044,true
1861694,68736.5,0.014,2718290,2718290,1774584048044,true
1861695,68732.9,0.013,2718291,2718291,1774584048044,true
1861696,68731.4,0.087,2718292,2718293,1774584048048,true
1861697,68731.5,0.011,2718294,2718294,1774584048082,true
1861698,68731.4,0.003,2718295,2718295,1774584048082,true
1861699,68731.4,0.005,2718296,2718296,1774584048212,true
1861700,68725.9,0.001,2718297,2718297,1774584048406,true
1861701,68731.0,0.002,2718298,2718298,1774584051129,true
1861702,68725.8,0.014,2718299,2718299,1774584054769,true
1861703,68719.1,0.001,2718300,2718300,1774584056424,true
1861704,68716.6,0.002,2718301,2718302,1774584058142,true
1861705,68685.8,0.001,2718303,2718303,1774584059096,true
1861706,68678.2,0.001,2718304,2718304,1774584059149,true
1861707,68669.4,0.002,2718305,2718306,1774584059378,true
1861708,68684.3,0.001,2718307,2718307,1774584060991,false
1861709,68674.9,0.013,2718308,2718308,1774584071565,true
1861710,68669.7,0.001,2718309,2718309,1774584071602,true
1861711,68669.4,0.002,2718310,2718310,1774584071602,true
1861712,68658.2,0.728,2718311,2718311,1774584076579,false
1861713,68636.8,0.014,2718312,2718312,1774584085835,true
1861714,68633.0,0.017,2718313,2718313,1774584085835,true
1861715,68600.0,0.007,2718314,2718314,1774584087796,true
1861716,68589.2,0.001,2718315,2718315,1774584087816,true
1861717,68543.3,0.001,2718316,2718316,1774584087840,true
1861718,68533.8,0.001,2718317,2718317,1774584087840,true
1861719,68550.2,0.012,2718318,2718318,1774584087865,true
1861720,68512.3,0.03,2718319,2718319,1774584088281,true
1861721,68521.8,0.007,2718320,2718320,1774584088305,true
1861722,68458.1,0.002,2718321,2718321,1774584092876,true
1861723,68457.4,0.219,2718322,2718327,1774584092876,true
1861724,68439.8,0.001,2718328,2718328,1774584092879,true
1861725,68439.3,0.004,2718329,2718329,1774584092879,true
1861726,68432.9,0.001,2718330,2718330,1774584092879,true
1861727,68431.2,0.001,2718331,2718331,1774584092879,true
1861728,68426.0,0.001,2718332,2718332,1774584092879,true
1861729,68419.1,0.001,2718333,2718333,1774584092879,true
1861730,68412.2,0.001,2718334,2718334,1774584092879,true
1861731,68410.4,0.014,2718335,2718335,1774584092879,true
1861732,68407.3,0.059,2718336,2718336,1774584092879,true
1861733,68405.3,0.001,2718337,2718337,1774584092879,true
1861734,68405.2,0.014,2718338,2718338,1774584092879,true
1861735,68403.1,0.509,2718339,2718339,1774584092879,true
1861736,68491.7,0.626,2718340,2718348,1774584099367,false
1861737,68519.5,0.023,2718349,2718349,1774584103309,false
1861738,68520.1,0.004,2718350,2718350,1774584103309,false
1861739,68529.0,0.068,2718351,2718367,1774584103313,false
1861740,68538.9,0.004,2718368,2718368,1774584103329,false
1861741,68563.6,0.15,2718369,2718369,1774584104743,false
1861742,68576.1,0.005,2718370,2718370,1774584108271,false
1861743,68607.3,0.003,2718371,2718371,1774584111010,false
1861744,68608.6,0.405,2718372,2718373,1774584111010,false
1861745,68570.8,0.007,2718374,2718374,1774584129621,true
1861746,68587.9,0.001,2718375,2718375,1774584130624,false
1861747,68593.5,0.013,2718376,2718376,1774584130624,false
1861748,68594.8,0.002,2718377,2718378,1774584130624,false
1861749,68606.4,0.025,2718379,2718379,1774584142948,false
1861750,68606.5,0.035,2718380,2718380,1774584142948,false
1861751,68568.0,0.001,2718381,2718381,1774584267465,true
1861752,68533.8,0.001,2718382,2718382,1774584309665,true
1861753,68538.3,0.027,2718383,2718383,1774584321812,false
1861754,68551.0,0.007,2718384,2718384,1774584323400,false
1861755,68560.2,0.003,2718385,2718385,1774584327678,false
1861756,68560.2,0.002,2718386,2718386,1774584328593,false
1861757,68562.2,0.005,2718387,2718387,1774584338196,true
1861758,68509.1,0.012,2718388,2718388,1774584420166,false
1861759,68512.0,0.001,2718389,2718389,1774584420166,false
1861760,68516.8,0.005,2718390,2718390,1774584420166,false
1861761,68518.8,0.005,2718391,2718391,1774584420166,false
1861762,68518.9,0.006,2718392,2718393,1774584420166,false
1861763,68520.0,0.271,2718394,2718395,1774584421088,true
1861764,68479.0,0.027,2718396,2718396,1774584426933,true
1861765,68453.8,0.019,2718397,2718397,1774584495859,true
1861766,68403.0,0.001,2718398,2718398,1774584514013,true
1861767,68400.1,0.005,2718399,2718400,1774584514013,true
1861768,68400.0,0.003,2718401,2718401,1774584514013,true
1861769,68386.1,0.001,2718402,2718402,1774584514019,true
1861770,68388.3,0.001,2718403,2718403,1774584514033,false
1861771,68377.7,0.002,2718404,2718405,1774584514033,true
1861772,68355.5,0.001,2718406,2718406,1774584514825,true
1861773,68344.9,0.034,2718407,2718407,1774584538423,false
1861774,68346.4,0.001,2718408,2718408,1774584538423,false
1861775,68350.4,0.02,2718409,2718410,1774584538423,false
1861776,68350.5,0.015,2718411,2718411,1774584538423,false
1861777,68351.1,0.005,2718412,2718412,1774584538423,false
1861778,68351.2,0.012,2718413,2718413,1774584538423,false
1861779,68353.0,0.162,2718414,2718414,1774584538423,false
1861780,68341.0,0.008,2718415,2718415,1774584577541,false
1861781,68335.7,0.001,2718416,2718416,1774584579110,false
1861782,68390.5,0.056,2718417,2718420,1774584612549,false
1861783,68390.6,0.013,2718421,2718421,1774584612549,false
1861784,68390.8,0.018,2718422,2718423,1774584612549,false
1861785,68393.5,0.074,2718424,2718424,1774584612549,false
1861786,68372.4,0.1,2718425,2718425,1774584660861,false
1861787,68378.0,0.077,2718426,2718426,1774584692301,false
1861788,68358.1,0.003,2718427,2718427,1774584719681,false
1861789,68358.2,0.036,2718428,2718428,1774584719681,false
1861790,68378.0,0.036,2718429,2718429,1774584762074,false
1861791,68397.0,0.008,2718430,2718430,1774584772726,false
1861792,68397.0,0.001,2718431,2718431,1774584772930,false
1861793,68397.0,0.001,2718432,2718432,1774584773413,false
1861794,68397.0,0.001,2718433,2718433,1774584773666,false
1861795,68397.0,0.008,2718434,2718435,1774584774347,false
1861796,68397.0,0.089,2718436,2718436,1774584774629,false
1861797,68397.0,0.032,2718437,2718437,1774584785259,false
1861798,68397.0,0.002,2718438,2718439,1774584785366,false
1861799,68397.0,0.001,2718440,2718440,1774584786239,false
1861800,68397.0,0.116,2718441,2718442,1774584792026,false
1861801,68414.2,0.04,2718443,2718443,1774584811470,false
1861802,68416.8,0.022,2718444,2718444,1774584835743,true
1861803,68416.8,0.018,2718445,2718446,1774584837946,true
1861804,68416.7,0.026,2718447,2718447,1774584837946,true
1861805,68414.1,0.005,2718448,2718448,1774584876334,false
1861806,68426.8,0.002,2718449,2718449,1774584900143,true
1861807,68449.8,0.017,2718450,2718450,1774584917121,true
1861808,68449.9,0.001,2718451,2718451,1774584928367,false
1861809,68463.5,0.002,2718452,2718452,1774584933237,false
1861810,68463.3,0.002,2718453,2718453,1774584958944,false
1861811,68457.6,0.008,2718454,2718454,1774584982115,false
1861812,68475.2,0.046,2718455,2718455,1774585049467,true
1861813,68500.6,0.07,2718456,2718456,1774585063583,true
1861814,68500.2,0.072,2718457,2718457,1774585063594,true
1861815,68486.4,0.018,2718458,2718458,1774585102162,true
1861816,68503.2,0.001,2718459,2718459,1774585140562,true
1861817,68504.9,0.001,2718460,2718460,1774585141104,true
1861818,68505.0,0.002,2718461,2718461,1774585143690,false
1861819,68527.5,0.005,2718462,2718462,1774585180565,false
1861820,68551.3,0.021,2718463,2718463,1774585229297,true
1861821,68553.3,0.004,2718464,2718464,1774585241860,false
1861822,68577.5,0.07,2718465,2718465,1774585319571,false
1861823,68581.0,0.001,2718466,2718466,1774585319571,false
1861824,68587.9,0.019,2718467,2718468,1774585319571,false
1861825,68591.1,0.001,2718469,2718469,1774585319571,false
1861826,68591.3,0.016,2718470,2718470,1774585319571,false
1861827,68594.2,0.04,2718471,2718472,1774585319571,false
1861828,68594.3,0.011,2718473,2718473,1774585319571,false
1861829,68571.0,0.003,2718474,2718474,1774585341502,true
1861830,68575.4,0.051,2718475,2718475,1774585401426,true
1861831,68575.4,0.022,2718476,2718476,1774585405493,true
1861832,68556.6,0.052,2718477,2718477,1774585414222,true
1861833,68553.4,0.001,2718478,2718478,1774585440497,false
1861834,68552.2,0.07,2718479,2718480,1774585492243,true
1861835,68544.3,0.005,2718481,2718481,1774585492245,true
1861836,68544.2,0.005,2718482,2718482,1774585492245,true
1861837,68544.1,0.005,2718483,2718483,1774585492245,true
1861838,68509.5,0.006,2718484,2718485,1774585500586,false
1861839,68518.7,0.003,2718486,2718486,1774585532519,true
1861840,68517.8,0.07,2718487,2718487,1774585533527,false
1861841,68539.8,0.001,2718488,2718488,1774585566084,false
1861842,68502.4,0.003,2718489,2718490,1774585620571,false
1861843,68539.8,0.139,2718491,2718491,1774585643200,false
1861844,68574.1,0.002,2718492,2718493,1774585740518,false
1861845,68556.6,0.02,2718494,2718494,1774585748962,true
1861846,68568.8,0.001,2718495,2718495,1774585850869,false
1861847,68580.3,0.018,2718496,2718496,1774585850874,false
1861848,68549.1,0.07,2718497,2718497,1774585906549,false
1861849,68557.5,0.005,2718498,2718498,1774585906549,false
1861850,68557.6,0.031,2718499,2718499,1774585906549,false
1861851,68557.7,0.005,2718500,2718500,1774585906549,false
1861852,68558.1,0.005,2718501,2718501,1774585906549,false
1861853,68554.5,0.07,2718502,2718502,1774585906552,false
1861854,68544.6,0.001,2718503,2718503,1774585981676,true
1861855,68588.4,0.07,2718504,2718508,1774586027251,false
1861856,68582.5,0.019,2718509,2718509,1774586037472,true
1861857,68616.6,0.008,2718510,2718510,1774586059273,true
1861858,68649.8,0.07,2718511,2718511,1774586124628,true
1861859,68633.2,0.018,2718512,2718512,1774586134691,true
1861860,68630.2,0.005,2718513,2718513,1774586271071,false
1861861,68622.5,0.07,2718514,2718514,1774586300973,false
1861862,68629.3,0.001,2718515,2718515,1774586300973,false
1861863,68636.2,0.003,2718516,2718517,1774586300973,false
1861864,68630.0,0.006,2718518,2718518,1774586309383,false
1861865,68632.3,0.043,2718519,2718519,1774586382927,false
1861866,68628.2,0.001,2718520,2718520,1774586465321,true
1861867,68633.0,0.001,2718521,2718521,1774586490698,true
1861868,68632.9,0.002,2718522,2718522,1774586490698,true
1861869,68632.9,0.001,2718523,2718523,1774586520483,false
1861870,68635.1,0.001,2718524,2718524,1774586520545,true
1861871,68640.5,0.002,2718525,2718525,1774586528575,false
1861872,68633.9,0.07,2718526,2718526,1774586531072,true
1861873,68636.2,0.001,2718527,2718527,1774586538858,false
1861874,68636.3,0.006,2718528,2718528,1774586538858,false
1861875,68622.9,0.002,2718529,2718529,1774586556055,true
1861876,68622.5,0.003,2718530,2718530,1774586580541,false
1861877,68622.2,0.035,2718531,2718531,1774586583834,true
1861878,68619.4,0.005,2718532,2718532,1774586583869,true
1861879,68619.3,0.005,2718533,2718533,1774586583869,true
1861880,68619.2,0.005,2718534,2718534,1774586583869,true
1861881,68604.5,0.008,2718535,2718535,1774586585080,false
1861882,68602.0,0.003,2718536,2718536,1774586640555,false
1861883,68612.5,0.005,2718537,2718537,1774586700530,false
1861884,68611.6,0.005,2718538,2718538,1774586735199,true
1861885,68646.3,0.001,2718539,2718539,1774586760467,false
1861886,68643.4,0.002,2718540,2718540,1774586820566,true
1861887,68634.4,0.046,2718541,2718541,1774586989467,false
1861888,68641.7,0.003,2718542,2718542,1774586995218,false
1861889,68622.5,0.001,2718543,2718543,1774587102920,true
1861890,68633.6,0.035,2718544,2718544,1774587120789,false
1861891,68633.7,0.005,2718545,2718545,1774587120789,false
1861892,68633.9,0.005,2718546,2718546,1774587126045,false
1861893,68634.0,0.005,2718547,2718547,1774587126045,false
1861894,68647.8,0.01,2718548,2718548,1774587154480,true
1861895,68647.7,0.007,2718549,2718549,1774587154480,true
1861896,68633.1,0.07,2718550,2718550,1774587176469,false
1861897,68648.4,0.005,2718551,2718551,1774587206327,false
1861898,68645.5,0.001,2718552,2718552,1774587233503,true
1861899,68648.3,0.001,2718553,2718553,1774587361328,true
1861900,68648.4,0.021,2718554,2718554,1774587376422,false
1861901,68622.4,0.001,2718555,2718555,1774587480484,false
1861902,68608.4,0.001,2718556,2718556,1774587540507,false
1861903,68602.4,0.001,2718557,2718557,1774587600527,false
1861904,68602.3,0.035,2718558,2718558,1774587601142,true
1861905,68601.9,0.005,2718559,2718559,1774587601142,true
1861906,68601.8,0.005,2718560,2718560,1774587601142,true
1861907,68601.7,0.005,2718561,2718561,1774587601142,true
1861908,68608.6,0.001,2718562,2718562,1774587607203,false
1861909,68605.4,0.001,2718563,2718563,1774587612149,true
1861910,68608.6,0.029,2718564,2718564,1774587613809,false
1861911,68610.0,0.077,2718565,2718565,1774587900928,false
1861912,68629.2,0.001,2718566,2718566,1774587901306,true
1861913,68595.2,0.011,2718567,2718567,1774587977670,true
1861914,68606.7,0.035,2718568,2718568,1774588021418,false
1861915,68608.9,0.005,2718569,2718569,1774588021452,false
1861916,68612.6,0.005,2718570,2718570,1774588021460,false
1861917,68612.7,0.005,2718571,2718571,1774588021460,false
1861918,68669.4,0.004,2718572,2718572,1774588102035,false
1861919,68687.4,0.001,2718573,2718573,1774588102187,false
1861920,68681.6,0.016,2718574,2718574,1774588132202,true
1861921,68756.9,0.001,2718575,2718575,1774588191329,false
1861922,68736.5,0.001,2718576,2718576,1774588208599,true
1861923,68729.6,0.007,2718577,2718578,1774588208599,true
1861924,68750.0,0.059,2718579,2718579,1774588225499,false
1861925,68750.0,0.091,2718580,2718581,1774588226801,false
1861926,68729.6,0.001,2718582,2718582,1774588303727,true
1861927,68727.1,0.035,2718583,2718583,1774588303727,true
1861928,68729.6,0.001,2718584,2718584,1774588315566,true
1861929,68727.1,0.004,2718585,2718585,1774588319554,false
1861930,68773.2,0.07,2718586,2718586,1774588368457,true
1861931,68783.7,0.07,2718587,2718587,1774588394036,true
1861932,68788.0,0.001,2718588,2718588,1774588395483,false
1861933,68792.6,0.001,2718589,2718589,1774588396016,false
1861934,68785.0,0.015,2718590,2718590,1774588396410,true
1861935,68789.5,0.001,2718591,2718591,1774588402939,false
1861936,68843.2,0.013,2718592,2718592,1774588454167,false
1861937,68833.9,0.014,2718593,2718593,1774588494364,true
1861938,68833.9,0.054,2718594,2718594,1774588494500,true
