timestamp,percentage,depth,notional
2026-03-27 00:10:33,4.00,80.13200000,5571536.71640000
2026-03-27 00:10:33,5.00,80.71300000,5613418.39330000
2026-03-27 00:11:01,-5.00,84.22500000,5748931.07910000
2026-03-27 00:11:01,-4.00,83.54000000,5703852.98690000
2026-03-27 00:11:01,-3.00,78.53200000,5370114.48250000
2026-03-27 00:11:01,-2.00,64.64500000,4435304.11640000
2026-03-27 00:11:01,-1.00,56.93900000,3912015.13440000
2026-03-27 00:11:01,-0.20,4.55800000,314069.48650000
2026-03-27 00:11:01,0.20,5.80100000,400759.82320000
2026-03-27 00:11:01,1.00,58.01100000,4016238.42050000
2026-03-27 00:11:01,2.00,68.00100000,4715279.01950000
2026-03-27 00:11:01,3.00,75.85200000,5270969.66970000
2026-03-27 00:11:01,4.00,78.31400000,5446368.11460000
2026-03-27 00:11:01,5.00,78.89100000,5487962.86230000
2026-03-27 00:11:31,-5.00,87.64500000,5985187.59080000
2026-03-27 00:11:31,-4.00,86.96000000,5940109.49860000
2026-03-27 00:11:31,-3.00,81.95200000,5606370.99420000
2026-03-27 00:11:31,-2.00,69.40200000,4761901.24940000
2026-03-27 00:11:31,-1.00,60.36800000,4148780.48300000
2026-03-27 00:11:31,-0.20,12.80900000,882225.78780000
2026-03-27 00:11:31,0.20,5.77700000,398966.97250000
2026-03-27 00:11:31,1.00,59.82700000,4141684.56070000
2026-03-27 00:11:31,2.00,69.22300000,4799081.57460000
2026-03-27 00:11:31,3.00,77.53800000,5387519.77640000
2026-03-27 00:11:31,4.00,79.99600000,5562631.29210000
2026-03-27 00:11:31,5.00,80.57700000,5604512.96900000
2026-03-27 00:12:00,-5.00,87.44800000,5971617.58130000
2026-03-27 00:12:00,-4.00,86.76300000,5926539.48910000
2026-03-27 00:12:00,-3.00,81.75800000,5593001.68670000
2026-03-27 00:12:00,-2.00,69.20500000,4748331.23990000
2026-03-27 00:12:00,-1.00,60.17100000,4135198.34600000
2026-03-27 00:12:00,-0.20,14.39800000,991574.23260000
2026-03-27 00:12:00,0.20,5.34400000,369060.09790000
2026-03-27 00:12:00,1.00,59.46600000,4116780.60610000
2026-03-27 00:12:00,2.00,69.00500000,4784178.51090000
2026-03-27 00:12:00,3.00,77.32000000,5372615.52710000
2026-03-27 00:12:00,4.00,79.77800000,5547727.04280000
2026-03-27 00:12:00,5.00,80.35900000,5589608.71970000
2026-03-27 00:12:30,-5.00,86.93200000,5934576.46640000
2026-03-27 00:12:30,-4.00,86.29400000,5892612.50580000
2026-03-27 00:12:30,-3.00,81.95400000,5603540.62100000
2026-03-27 00:12:30,-2.00,69.16000000,4743020.16180000
