bar_idx,ts_ms,close,action,confidence,state,regime,ofi_z,hawkes,prob_above,prob_below
2836,1701613920000,40926.0,HOLD,0.0,NORMAL,RANGING,0.0683,1.5,0.5,0.5
2837,1701613980000,40983.9,HOLD,0.0,NORMAL,RANGING,0.0237,1.9,0.5,0.5
2838,1701614040000,40908.9,HOLD,0.0,NORMAL,RANGING,-0.0508,2.3,0.5,0.5
2839,1701614100000,40920.6,HOLD,0.0,NORMAL,RANGING,-0.9346,1.0,0.5,0.5
2840,1701614160000,40889.3,HOLD,0.0,NORMAL,RANGING,-0.0927,0.5,0.5,0.5
2841,1701614220000,40885.3,HOLD,0.0,NORMAL,RANGING,-1.3688,0.3,0.5,0.5
2842,1701614280000,40877.1,HOLD,0.0,NORMAL,RANGING,-1.0987,0.8,0.5,0.5
2843,1701614340000,40859.4,HOLD,0.0,NORMAL,RANGING,-1.316,0.6,0.5,0.5
2844,1701614400000,40913.2,HOLD,0.0,NORMAL,RANGING,0.0413,1.1,0.5,0.5
2845,1701614460000,40883.2,HOLD,0.0,NORMAL,RANGING,0.0388,0.7,0.5,0.5
2846,1701614520000,40883.3,HOLD,0.0,NORMAL,RANGING,0.074,0.2,0.5,0.5
2847,1701614580000,40896.0,HOLD,0.0,NORMAL,RANGING,-0.3372,0.7,0.5,0.5
2848,1701614640000,40878.6,HOLD,0.0,NORMAL,RANGING,0.0217,0.3,0.5,0.5
2849,1701614700000,40912.6,HOLD,0.0,NORMAL,RANGING,0.0973,1.0,0.5,0.5
2850,1701614760000,40921.6,HOLD,0.0,NORMAL,RANGING,0.0631,0.4,0.5,0.5
2851,1701614820000,40926.0,HOLD,0.0,NORMAL,RANGING,0.0734,0.5,0.5,0.5
2852,1701614880000,40910.6,HOLD,0.0,NORMAL,RANGING,-1.122,0.9,0.5,0.5
2853,1701614940000,40883.9,HOLD,0.0,NORMAL,RANGING,-1.1883,1.0,0.5,0.5
2854,1701615000000,40877.9,HOLD,0.0,NORMAL,RANGING,0.049,0.4,0.5,0.5
2855,1701615060000,40883.2,HOLD,0.0,NORMAL,RANGING,-0.2666,0.5,0.5,0.5
2856,1701615180000,40846.3,HOLD,0.0,NORMAL,RANGING,-0.4521,0.3,0.5,0.5
2857,1701615240000,40836.4,HOLD,0.0,NORMAL,RANGING,0.0754,1.0,0.5,0.5
2858,1701615300000,40807.7,HOLD,0.0,NORMAL,RANGING,-1.2597,0.3,0.5,0.5
2859,1701615360000,40816.2,HOLD,0.0,NORMAL,RANGING,0.1134,1.3,0.5,0.5
2861,1701615480000,40806.3,HOLD,0.0,NORMAL,RANGING,0.1227,0.5,0.5,0.5
2862,1701615540000,40763.5,HOLD,0.0,NORMAL,RANGING,0.0965,0.5,0.5,0.5
2863,1701615600000,40755.3,HOLD,0.0,NORMAL,RANGING,0.1404,1.0,0.5,0.5
2864,1701615660000,40793.6,HOLD,0.0,NORMAL,RANGING,0.1029,1.0,0.5,0.5
2865,1701615720000,40793.6,HOLD,0.0,NORMAL,RANGING,0.0555,1.2,0.5,0.5
2866,1701615780000,40803.4,HOLD,0.0,NORMAL,RANGING,0.2136,0.7,0.5,0.5
2867,1701615840000,40807.6,HOLD,0.0,NORMAL,RANGING,0.1009,0.2,0.5,0.5
2868,1701615900000,40806.4,HOLD,0.0,NORMAL,RANGING,-1.3396,0.6,0.5,0.5
2869,1701615960000,40798.0,HOLD,0.0,NORMAL,RANGING,0.0613,0.2,0.5,0.5
2870,1701616020000,40793.6,HOLD,0.0,NORMAL,RANGING,0.3489,0.3,0.5,0.5
2871,1701616080000,40758.0,HOLD,0.0,NORMAL,RANGING,-0.1696,1.7,0.5,0.5
2872,1701616140000,40769.4,HOLD,0.0,NORMAL,RANGING,0.1061,0.9,0.5,0.5
2873,1701616200000,40780.7,HOLD,0.0,NORMAL,RANGING,0.0942,0.3,0.5,0.5
2874,1701616260000,40763.3,HOLD,0.0,NORMAL,RANGING,0.0929,1.0,0.5,0.5
2875,1701616320000,40793.4,HOLD,0.0,NORMAL,RANGING,3.0079,2.2,0.5,0.5
2876,1701616380000,40763.3,HOLD,0.0,NORMAL,RANGING,0.0672,0.2,0.5,0.5
2877,1701616440000,40757.5,HOLD,0.0,NORMAL,RANGING,-1.1311,0.6,0.5,0.5
2878,1701616500000,40750.0,HOLD,0.0,NORMAL,RANGING,-0.1721,0.2,0.5,0.5
2879,1701616560000,40752.7,HOLD,0.0,NORMAL,RANGING,-0.1835,0.5,0.5,0.5
2880,1701616620000,40750.0,HOLD,0.0,NORMAL,RANGING,0.0865,0.2,0.5,0.5
2881,1701616680000,40767.9,HOLD,0.0,NORMAL,RANGING,0.0862,0.7,0.5,0.5
2882,1701616800000,40750.0,HOLD,0.0,NORMAL,RANGING,-0.0587,0.4,0.5,0.5
2883,1701616860000,40723.1,HOLD,0.0,NORMAL,RANGING,-0.0798,1.6,0.5,0.5
2884,1701616920000,40718.9,HOLD,0.0,NORMAL,RANGING,0.1277,0.9,0.5,0.5
2885,1701616980000,40742.4,HOLD,0.0,NORMAL,RANGING,0.1108,0.7,0.5,0.5
2886,1701617040000,40732.4,HOLD,0.0,NORMAL,RANGING,0.0809,0.8,0.5,0.5
2887,1701617100000,40754.7,HOLD,0.0,NORMAL,RANGING,-1.4265,0.2,0.5,0.5
2888,1701617160000,40761.5,HOLD,0.0,NORMAL,RANGING,0.1059,2.3,0.5,0.5
2889,1701617220000,40780.8,HOLD,0.0,NORMAL,RANGING,0.0515,0.3,0.5,0.5
2890,1701617280000,40789.9,HOLD,0.0,NORMAL,RANGING,2.7132,0.6,0.5,0.5
2891,1701617340000,40799.0,HOLD,0.0,NORMAL,RANGING,0.0979,0.5,0.5,0.5
2892,1701617400000,40825.6,HOLD,0.0,NORMAL,RANGING,0.3425,1.7,0.5,0.5
2893,1701617460000,40832.0,HOLD,0.0,NORMAL,RANGING,0.5795,0.1,0.5,0.5
2894,1701617520000,40832.0,HOLD,0.0,NORMAL,RANGING,0.0456,0.2,0.5,0.5
2895,1701617580000,40832.0,HOLD,0.0,NORMAL,RANGING,-0.0021,0.1,0.5,0.5
2896,1701617640000,40832.0,HOLD,0.0,NORMAL,RANGING,0.1528,0.2,0.5,0.5
2897,1701617700000,40850.0,HOLD,0.0,NORMAL,RANGING,1.4319,0.3,0.5,0.5
2898,1701617760000,40859.1,HOLD,0.0,NORMAL,RANGING,0.1359,0.4,0.5,0.5
2899,1701617820000,40895.9,HOLD,0.0,NORMAL,RANGING,0.1434,0.7,0.5,0.5
2900,1701617880000,40884.9,HOLD,0.0,NORMAL,RANGING,0.3638,1.8,0.5,0.5
2902,1701618000000,40883.2,HOLD,0.0,NORMAL,RANGING,0.1009,0.2,0.5,0.5
2903,1701618060000,40883.2,HOLD,0.0,NORMAL,RANGING,0.1157,0.4,0.5,0.5
2904,1701618120000,40875.8,HOLD,0.0,NORMAL,RANGING,3.5629,0.3,0.5,0.5
2905,1701618180000,40903.7,HOLD,0.0,NORMAL,RANGING,0.0814,1.3,0.5,0.5
2906,1701618240000,40934.4,HOLD,0.0,NORMAL,RANGING,0.0948,0.8,0.5,0.5
2907,1701618300000,40920.4,HOLD,0.0,NORMAL,RANGING,0.0479,0.8,0.5,0.5
2909,1701618420000,40985.6,HOLD,0.0,NORMAL,UPTREND,0.1744,0.5,0.5,0.5
2910,1701618480000,40974.0,HOLD,0.0,NORMAL,UPTREND,-0.3876,1.2,0.5,0.5
2911,1701618540000,40998.3,HOLD,0.0,NORMAL,UPTREND,0.4461,1.3,0.5,0.5
2913,1701618660000,40985.2,HOLD,0.0,NORMAL,UPTREND,-0.019,1.3,0.5,0.5
2914,1701618720000,40997.5,HOLD,0.0,NORMAL,UPTREND,0.0191,1.2,0.5,0.5
2915,1701618780000,40968.9,HOLD,0.0,NORMAL,UPTREND,-0.0259,0.8,0.5,0.5
2916,1701618840000,40968.9,HOLD,0.0,NORMAL,UPTREND,0.0407,0.1,0.5,0.5
2917,1701618900000,40985.5,HOLD,0.0,NORMAL,UPTREND,0.7578,1.5,0.5,0.5
2918,1701618960000,41014.8,HOLD,0.0,NORMAL,UPTREND,1.3256,1.0,0.5,0.5
2919,1701619020000,41044.4,HOLD,0.0,NORMAL,UPTREND,3.1441,0.8,0.5,0.5
2920,1701619080000,41001.7,HOLD,0.0,NORMAL,UPTREND,-3.0377,2.8,0.5,0.5
2921,1701619140000,41022.4,HOLD,0.0,NORMAL,UPTREND,-0.0593,0.4,0.5,0.5
2922,1701619200000,41000.1,HOLD,0.0,NORMAL,RANGING,-0.0591,1.2,0.5,0.5
2924,1701619320000,41015.5,HOLD,0.0,NORMAL,RANGING,-0.0019,1.1,0.5,0.5
2926,1701619440000,41000.0,HOLD,0.0,NORMAL,RANGING,-0.0257,4.5,0.5,0.5
2927,1701619500000,41029.8,HOLD,0.0,NORMAL,RANGING,0.0633,1.0,0.5,0.5
2928,1701619560000,40960.0,HOLD,0.0,NORMAL,RANGING,-3.6442,2.7,0.5,0.5
2929,1701619620000,40921.6,SELL,0.6247,PRE_SWEEP_BUILDUP,RANGING,0.0458,3.2,0.3268,0.6732
2930,1701619680000,40955.6,HOLD,0.0,NORMAL,RANGING,0.1242,0.7,0.5,0.5
2931,1701619740000,40969.8,HOLD,0.0,NORMAL,RANGING,0.2377,0.7,0.5,0.5
2932,1701619800000,40960.0,HOLD,0.0,NORMAL,RANGING,-3.4778,0.3,0.5,0.5
2933,1701619860000,40921.6,HOLD,0.0,NORMAL,RANGING,0.0819,1.4,0.5,0.5
2934,1701619920000,40938.7,HOLD,0.0,NORMAL,RANGING,-3.4895,0.3,0.5,0.5
2935,1701619980000,40934.4,HOLD,0.0,NORMAL,RANGING,3.4453,1.0,0.5,0.5
2936,1701620040000,40896.6,HOLD,0.0,NORMAL,RANGING,0.0803,0.2,0.5,0.5
2937,1701620100000,40955.6,HOLD,0.0,NORMAL,RANGING,0.1134,1.4,0.5,0.5
2938,1701620160000,40965.8,HOLD,0.0,NORMAL,RANGING,0.0748,0.8,0.5,0.5
2939,1701620220000,40977.2,HOLD,0.0,NORMAL,RANGING,0.1081,0.7,0.5,0.5
2940,1701620280000,40951.3,HOLD,0.0,NORMAL,RANGING,0.1076,1.2,0.5,0.5
2941,1701620340000,40985.6,HOLD,0.0,NORMAL,RANGING,0.115,1.1,0.5,0.5
2942,1701620400000,41000.0,HOLD,0.0,NORMAL,RANGING,0.4767,0.7,0.5,0.5
2943,1701620460000,41005.6,HOLD,0.0,NORMAL,RANGING,0.012,0.5,0.5,0.5
2944,1701620520000,40985.2,HOLD,0.0,NORMAL,RANGING,-1.6615,2.3,0.5,0.5
2945,1701620580000,40979.5,HOLD,0.0,NORMAL,RANGING,0.7163,0.5,0.5,0.5
2946,1701620640000,40980.8,HOLD,0.0,NORMAL,RANGING,0.079,1.5,0.5,0.5
2947,1701620700000,40980.8,HOLD,0.0,NORMAL,RANGING,0.0582,0.2,0.5,0.5
2948,1701620760000,40972.8,HOLD,0.0,NORMAL,RANGING,0.0191,0.8,0.5,0.5
2949,1701620820000,40979.0,HOLD,0.0,NORMAL,RANGING,0.0694,1.3,0.5,0.5
2950,1701620880000,40984.7,HOLD,0.0,NORMAL,RANGING,0.278,0.5,0.5,0.5
2951,1701620940000,40996.6,BUY,0.7482,PRE_SWEEP_BUILDUP,RANGING,0.6176,2.3,0.8209,0.1791
2952,1701621000000,40985.6,HOLD,0.0,NORMAL,RANGING,-0.5541,1.4,0.5,0.5
2953,1701621120000,40996.3,HOLD,0.0,NORMAL,RANGING,0.0088,1.5,0.5,0.5
2954,1701621240000,40969.0,HOLD,0.0,NORMAL,RANGING,-0.0302,0.4,0.5,0.5
2955,1701621300000,40950.1,HOLD,0.0,NORMAL,RANGING,-0.0943,0.6,0.5,0.5
2956,1701621420000,40950.1,HOLD,0.0,NORMAL,RANGING,0.1897,0.2,0.5,0.5
2957,1701621480000,40955.1,HOLD,0.0,NORMAL,RANGING,0.3313,1.3,0.5,0.5
2958,1701621540000,40987.9,HOLD,0.0,NORMAL,RANGING,0.0874,1.7,0.5,0.5
2959,1701621600000,40972.8,HOLD,0.0,NORMAL,RANGING,-1.5648,0.2,0.5,0.5
2960,1701621660000,40965.7,HOLD,0.0,NORMAL,RANGING,-2.1548,0.3,0.5,0.5
2961,1701621720000,40924.6,HOLD,0.0,NORMAL,RANGING,-0.0003,2.0,0.5,0.5
2962,1701621780000,40930.9,HOLD,0.0,NORMAL,RANGING,0.0161,0.1,0.5,0.5
2963,1701621840000,40949.7,HOLD,0.0,NORMAL,RANGING,3.2923,0.4,0.5,0.5
2964,1701621900000,40955.5,HOLD,0.0,NORMAL,RANGING,-3.1938,0.2,0.5,0.5
2965,1701622020000,40955.6,HOLD,0.0,NORMAL,RANGING,3.1175,0.1,0.5,0.5
2966,1701622080000,40991.4,HOLD,0.0,NORMAL,RANGING,3.0164,1.7,0.5,0.5
2967,1701622140000,40991.4,HOLD,0.0,NORMAL,RANGING,-2.9714,1.3,0.5,0.5
2968,1701622200000,41015.8,HOLD,0.0,NORMAL,RANGING,-0.0058,0.5,0.5,0.5
2969,1701622260000,40985.6,HOLD,0.0,NORMAL,RANGING,-0.073,0.3,0.5,0.5
2970,1701622320000,40985.2,HOLD,0.0,NORMAL,RANGING,-0.1041,0.1,0.5,0.5
2971,1701622500000,40985.2,HOLD,0.0,NORMAL,RANGING,-2.8701,0.1,0.5,0.5
2972,1701622560000,40981.0,HOLD,0.0,NORMAL,RANGING,-0.6686,1.7,0.5,0.5
2973,1701622620000,40949.9,HOLD,0.0,NORMAL,RANGING,-0.777,0.9,0.5,0.5
2974,1701622680000,40955.8,HOLD,0.0,NORMAL,RANGING,-0.9012,0.1,0.5,0.5
2975,1701622800000,40919.1,HOLD,0.0,NORMAL,RANGING,0.0486,1.2,0.5,0.5
2976,1701622920000,40928.2,HOLD,0.0,NORMAL,RANGING,-1.1521,0.5,0.5,0.5
2977,1701622980000,40928.2,HOLD,0.0,NORMAL,RANGING,0.1584,0.6,0.5,0.5
2979,1701623100000,40875.2,HOLD,0.0,NORMAL,RANGING,-0.2168,0.9,0.5,0.5
2980,1701623160000,40852.3,HOLD,0.0,NORMAL,RANGING,-2.5284,1.0,0.5,0.5
2981,1701623220000,40873.8,HOLD,0.0,NORMAL,RANGING,2.572,1.7,0.5,0.5
2982,1701623280000,40823.2,HOLD,0.0,NORMAL,RANGING,0.0516,1.3,0.5,0.5
2983,1701623340000,40857.0,HOLD,0.0,NORMAL,RANGING,0.5115,0.6,0.5,0.5
2984,1701623400000,40844.8,HOLD,0.0,NORMAL,RANGING,0.0773,0.5,0.5,0.5
2985,1701623460000,40862.0,HOLD,0.0,NORMAL,RANGING,-2.5363,1.7,0.5,0.5
2986,1701623520000,40871.8,HOLD,0.0,NORMAL,RANGING,2.5752,2.4,0.5,0.5
2987,1701623580000,40860.0,HOLD,0.0,NORMAL,RANGING,-2.5626,0.8,0.5,0.5
2988,1701623640000,40852.4,HOLD,0.0,NORMAL,RANGING,-2.5912,0.6,0.5,0.5
2989,1701623700000,40832.0,HOLD,0.0,NORMAL,RANGING,0.1012,0.7,0.5,0.5
2990,1701623760000,40827.4,HOLD,0.0,NORMAL,RANGING,0.0709,0.2,0.5,0.5
2991,1701623820000,40834.9,HOLD,0.0,NORMAL,RANGING,-0.4387,0.2,0.5,0.5
2992,1701623880000,40832.0,HOLD,0.0,NORMAL,RANGING,0.7124,1.5,0.5,0.5
2993,1701623940000,40837.2,HOLD,0.0,NORMAL,RANGING,0.104,0.2,0.5,0.5
2994,1701624000000,40839.5,HOLD,0.0,NORMAL,RANGING,0.1428,0.6,0.5,0.5
2995,1701624060000,40843.3,HOLD,0.0,NORMAL,RANGING,0.1354,0.3,0.5,0.5
2996,1701624240000,40831.0,HOLD,0.0,NORMAL,RANGING,-2.7636,0.1,0.5,0.5
2997,1701624300000,40819.2,HOLD,0.0,NORMAL,RANGING,-2.1931,0.1,0.5,0.5
2998,1701624360000,40807.6,HOLD,0.0,NORMAL,RANGING,-0.3787,0.3,0.5,0.5
2999,1701624420000,40793.9,HOLD,0.0,NORMAL,RANGING,-2.4009,0.1,0.5,0.5
3000,1701624480000,40780.0,HOLD,0.0,NORMAL,RANGING,0.0306,1.2,0.5,0.5
3001,1701624540000,40768.0,HOLD,0.0,NORMAL,RANGING,0.2235,1.6,0.5,0.5
3002,1701624600000,40755.2,HOLD,0.0,NORMAL,RANGING,-0.0762,0.3,0.5,0.5
3003,1701624660000,40755.3,HOLD,0.0,NORMAL,RANGING,0.2298,0.1,0.5,0.5
3005,1701624780000,40780.2,HOLD,0.0,NORMAL,RANGING,1.6964,0.2,0.5,0.5
3006,1701624840000,40786.9,HOLD,0.0,NORMAL,RANGING,0.0854,0.6,0.5,0.5
3007,1701624960000,40819.1,HOLD,0.0,NORMAL,RANGING,0.9849,1.2,0.5,0.5
3008,1701625020000,40810.5,HOLD,0.0,NORMAL,RANGING,0.2309,0.2,0.5,0.5
3009,1701625080000,40782.6,HOLD,0.0,NORMAL,RANGING,0.2185,0.5,0.5,0.5
3010,1701625140000,40782.3,HOLD,0.0,NORMAL,RANGING,0.2098,0.3,0.5,0.5
3011,1701625260000,40802.8,HOLD,0.0,NORMAL,RANGING,-0.5544,0.3,0.5,0.5
3012,1701625320000,40793.6,HOLD,0.0,NORMAL,RANGING,1.0093,0.1,0.5,0.5
3013,1701625380000,40750.0,HOLD,0.0,NORMAL,RANGING,0.2257,0.6,0.5,0.5
3014,1701625440000,40735.2,HOLD,0.0,NORMAL,RANGING,-0.5476,0.8,0.5,0.5
3015,1701625500000,40705.3,HOLD,0.0,NORMAL,RANGING,-0.4652,1.1,0.5,0.5
3016,1701625560000,40740.9,HOLD,0.0,NORMAL,RANGING,0.8359,1.8,0.5,0.5
3017,1701625680000,40750.0,HOLD,0.0,NORMAL,RANGING,0.2669,0.3,0.5,0.5
3018,1701625800000,40751.1,HOLD,0.0,NORMAL,RANGING,0.243,0.7,0.5,0.5
3019,1701625860000,40741.9,HOLD,0.0,NORMAL,RANGING,-2.359,0.2,0.5,0.5
3020,1701625920000,40726.8,HOLD,0.0,NORMAL,RANGING,-2.1514,1.4,0.5,0.5
3021,1701625980000,40729.7,HOLD,0.0,NORMAL,RANGING,0.6692,0.7,0.5,0.5
3022,1701626040000,40743.0,HOLD,0.0,NORMAL,RANGING,0.3134,0.1,0.5,0.5
3023,1701626220000,40750.6,HOLD,0.0,NORMAL,RANGING,0.2978,0.2,0.5,0.5
3024,1701626340000,40765.7,HOLD,0.0,NORMAL,RANGING,0.3106,0.1,0.5,0.5
3025,1701626400000,40721.7,HOLD,0.0,NORMAL,RANGING,0.2979,0.8,0.5,0.5
3026,1701626460000,40741.7,HOLD,0.0,NORMAL,RANGING,0.3138,0.2,0.5,0.5
3027,1701626520000,40742.4,HOLD,0.0,NORMAL,RANGING,0.3139,0.7,0.5,0.5
3028,1701626580000,40742.4,HOLD,0.0,NORMAL,RANGING,0.2715,0.1,0.5,0.5
3029,1701626640000,40754.0,HOLD,0.0,NORMAL,RANGING,0.5662,0.3,0.5,0.5
3030,1701626700000,40777.4,HOLD,0.0,NORMAL,RANGING,2.2346,0.2,0.5,0.5
3031,1701626820000,40786.9,HOLD,0.0,NORMAL,RANGING,0.864,0.3,0.5,0.5
3032,1701626880000,40805.3,HOLD,0.0,NORMAL,RANGING,0.4713,0.7,0.5,0.5
3033,1701626940000,40787.3,HOLD,0.0,NORMAL,RANGING,-0.4063,0.3,0.5,0.5
3034,1701627000000,40780.8,HOLD,0.0,NORMAL,RANGING,0.1829,0.1,0.5,0.5
3035,1701627180000,40793.5,HOLD,0.0,NORMAL,RANGING,0.2384,0.4,0.5,0.5
3036,1701627540000,40820.7,HOLD,0.0,NORMAL,RANGING,0.252,0.3,0.5,0.5
3037,1701627600000,40806.4,HOLD,0.0,NORMAL,RANGING,0.159,0.1,0.5,0.5
3038,1701627720000,40818.4,HOLD,0.0,NORMAL,RANGING,0.0528,0.2,0.5,0.5
3039,1701627900000,40793.6,HOLD,0.0,NORMAL,RANGING,0.2306,0.6,0.5,0.5
3040,1701627960000,40787.5,HOLD,0.0,NORMAL,RANGING,0.224,0.2,0.5,0.5
3041,1701628080000,40793.6,HOLD,0.0,NORMAL,RANGING,2.2605,0.1,0.5,0.5
3042,1701628200000,40809.0,HOLD,0.0,NORMAL,RANGING,0.2198,0.3,0.5,0.5
3043,1701628560000,40800.0,HOLD,0.0,NORMAL,RANGING,0.2095,0.1,0.5,0.5
3044,1701628620000,40800.0,HOLD,0.0,NORMAL,RANGING,0.4783,0.4,0.5,0.5
3045,1701628680000,40823.9,HOLD,0.0,NORMAL,RANGING,3.8358,0.7,0.5,0.5
3046,1701628740000,40824.6,HOLD,0.0,NORMAL,RANGING,0.2566,0.4,0.5,0.5
3047,1701628800000,40832.0,HOLD,0.0,NORMAL,RANGING,0.2468,1.1,0.5,0.5
3048,1701628860000,40806.4,BUY,0.7429,PRE_SWEEP_BUILDUP,RANGING,-0.5656,1.4,0.8188,0.1812
3049,1701629100000,40802.3,HOLD,0.0,NORMAL,RANGING,-1.0384,0.1,0.5,0.5
3050,1701629160000,40793.6,HOLD,0.0,NORMAL,RANGING,0.0884,0.1,0.5,0.5
3051,1701629220000,40775.5,HOLD,0.0,NORMAL,RANGING,0.1135,0.4,0.5,0.5
3052,1701629340000,40775.7,HOLD,0.0,NORMAL,RANGING,0.1845,0.1,0.5,0.5
3053,1701629400000,40787.9,HOLD,0.0,NORMAL,RANGING,0.1453,0.1,0.5,0.5
3054,1701629460000,40775.7,HOLD,0.0,NORMAL,RANGING,0.1035,0.1,0.5,0.5
3055,1701629580000,40793.6,HOLD,0.0,NORMAL,RANGING,0.1386,0.8,0.5,0.5
3056,1701629640000,40796.1,HOLD,0.0,NORMAL,RANGING,0.3223,0.1,0.5,0.5
3057,1701630000000,40783.8,HOLD,0.0,NORMAL,RANGING,-0.1439,0.2,0.5,0.5
3058,1701630120000,40793.6,HOLD,0.0,NORMAL,RANGING,0.1087,0.1,0.5,0.5
3059,1701630180000,40775.5,HOLD,0.0,NORMAL,RANGING,0.2706,0.3,0.5,0.5
3060,1701630240000,40805.9,HOLD,0.0,NORMAL,RANGING,0.1062,0.2,0.5,0.5
3061,1701630420000,40780.8,HOLD,0.0,NORMAL,RANGING,0.0755,0.2,0.5,0.5
3062,1701630480000,40775.9,SELL,0.8057,PRE_SWEEP_BUILDUP,RANGING,0.0838,1.2,0.1113,0.8887
3063,1701630600000,40783.1,HOLD,0.0,NORMAL,RANGING,-2.1557,0.2,0.5,0.5
3065,1701630960000,40692.0,HOLD,0.0,NORMAL,RANGING,0.1297,0.9,0.5,0.5
3066,1701631020000,40716.8,HOLD,0.0,NORMAL,RANGING,0.2564,0.1,0.5,0.5
3067,1701631080000,40704.1,HOLD,0.0,NORMAL,RANGING,0.1464,0.2,0.5,0.5
3068,1701631140000,40718.9,HOLD,0.0,NORMAL,RANGING,0.1614,0.8,0.5,0.5
3069,1701631320000,40718.9,HOLD,0.0,NORMAL,RANGING,0.1311,0.2,0.5,0.5
3070,1701631440000,40749.9,HOLD,0.0,NORMAL,RANGING,0.1665,1.0,0.5,0.5
3071,1701631500000,40760.4,HOLD,0.0,NORMAL,RANGING,0.412,0.5,0.5,0.5
3072,1701631560000,40730.4,HOLD,0.0,NORMAL,RANGING,2.5155,0.4,0.5,0.5
3073,1701631680000,40760.4,HOLD,0.0,NORMAL,RANGING,0.3713,0.2,0.5,0.5
3074,1701631860000,40778.1,HOLD,0.0,NORMAL,RANGING,3.3664,0.1,0.5,0.5
3075,1701631920000,40770.0,HOLD,0.0,NORMAL,RANGING,-2.055,0.1,0.5,0.5
3076,1701631980000,40784.9,HOLD,0.0,NORMAL,RANGING,0.0447,0.1,0.5,0.5
3077,1701632100000,40783.2,HOLD,0.0,NORMAL,RANGING,0.0179,0.1,0.5,0.5
3078,1701632160000,40782.0,HOLD,0.0,NORMAL,RANGING,-0.1977,0.1,0.5,0.5
3079,1701632340000,40777.4,HOLD,0.0,NORMAL,RANGING,-2.1535,0.1,0.5,0.5
3080,1701632400000,40780.8,HOLD,0.0,NORMAL,RANGING,0.0435,0.2,0.5,0.5
3081,1701632520000,40780.9,HOLD,0.0,NORMAL,RANGING,2.2222,0.2,0.5,0.5
3082,1701632700000,40768.7,HOLD,0.0,NORMAL,RANGING,-2.1332,0.1,0.5,0.5
3083,1701632820000,40793.6,HOLD,0.0,NORMAL,RANGING,0.0553,0.1,0.5,0.5
3084,1701632880000,40773.2,HOLD,0.0,NORMAL,RANGING,0.0501,0.2,0.5,0.5
3085,1701632940000,40773.2,HOLD,0.0,NORMAL,RANGING,-2.2179,0.1,0.5,0.5
3086,1701633000000,40755.2,HOLD,0.0,NORMAL,RANGING,0.0336,0.4,0.5,0.5
3087,1701633120000,40768.0,HOLD,0.0,NORMAL,RANGING,0.0463,0.1,0.5,0.5
3088,1701633240000,40768.0,HOLD,0.0,NORMAL,RANGING,0.0578,0.2,0.5,0.5
3089,1701633300000,40768.0,HOLD,0.0,NORMAL,RANGING,-0.1197,0.3,0.5,0.5
3090,1701633360000,40780.4,HOLD,0.0,NORMAL,RANGING,0.0254,0.3,0.5,0.5
3091,1701633480000,40780.4,HOLD,0.0,NORMAL,RANGING,0.1982,0.3,0.5,0.5
3093,1701633600000,40807.6,HOLD,0.0,NORMAL,RANGING,0.032,0.4,0.5,0.5
3094,1701633660000,40846.8,HOLD,0.0,NORMAL,RANGING,0.2453,0.8,0.5,0.5
3096,1701633780000,40846.8,HOLD,0.0,NORMAL,RANGING,2.2671,0.5,0.5,0.5
3097,1701633900000,40847.0,HOLD,0.0,NORMAL,RANGING,1.0705,0.4,0.5,0.5
3098,1701633960000,40850.0,HOLD,0.0,NORMAL,RANGING,-0.0464,0.4,0.5,0.5
3099,1701634020000,40852.0,HOLD,0.0,NORMAL,RANGING,-0.0913,0.1,0.5,0.5
3101,1701634140000,40824.7,HOLD,0.0,NORMAL,RANGING,-0.1046,0.2,0.5,0.5
3102,1701634260000,40863.9,HOLD,0.0,NORMAL,RANGING,2.0579,0.8,0.5,0.5
3103,1701634320000,40855.8,HOLD,0.0,NORMAL,RANGING,-2.1741,0.1,0.5,0.5
3104,1701634380000,40867.0,HOLD,0.0,NORMAL,RANGING,0.2238,0.8,0.5,0.5
3105,1701634440000,40852.0,HOLD,0.0,NORMAL,RANGING,-0.0758,0.2,0.5,0.5
3106,1701634500000,40857.6,HOLD,0.0,NORMAL,RANGING,-0.0912,0.1,0.5,0.5
3107,1701634560000,40856.0,HOLD,0.0,NORMAL,RANGING,-0.0903,0.1,0.5,0.5
3108,1701634620000,40861.3,HOLD,0.0,NORMAL,RANGING,-0.1014,0.4,0.5,0.5
3109,1701634680000,40844.8,HOLD,0.0,NORMAL,RANGING,-0.0901,0.1,0.5,0.5
3110,1701634740000,40838.0,HOLD,0.0,NORMAL,RANGING,0.1508,0.1,0.5,0.5
3111,1701634800000,40838.0,HOLD,0.0,NORMAL,RANGING,-0.3178,0.1,0.5,0.5
3112,1701634860000,40837.2,HOLD,0.0,NORMAL,RANGING,1.8946,0.2,0.5,0.5
3113,1701635100000,40844.8,HOLD,0.0,NORMAL,RANGING,-2.0044,0.2,0.5,0.5
3114,1701635160000,40844.8,HOLD,0.0,NORMAL,RANGING,-0.0703,0.1,0.5,0.5
3115,1701635280000,40828.4,HOLD,0.0,NORMAL,RANGING,-0.2217,0.2,0.5,0.5
3116,1701635340000,40828.4,SELL,0.699,PRE_SWEEP_BUILDUP,RANGING,-0.0674,1.0,0.2252,0.7748
3117,1701635520000,40828.9,HOLD,0.0,NORMAL,RANGING,-0.0839,0.2,0.5,0.5
