bar_idx,ts_ms,close,action,confidence,state,regime,ofi_z,hawkes,prob_above,prob_below
19867,1702812600000,43240.5,HOLD,0.0,NORMAL,RANGING,-0.2284,0.2,0.5,0.5
19868,1702812660000,43240.5,HOLD,0.0,NORMAL,RANGING,0.84,0.1,0.5,0.5
19869,1702812780000,43248.1,HOLD,0.0,NORMAL,RANGING,0.0297,0.5,0.5,0.5
19870,1702812840000,43292.7,HOLD,0.0,NORMAL,RANGING,0.0682,0.1,0.5,0.5
19871,1702812900000,43253.8,HOLD,0.0,NORMAL,RANGING,-0.471,0.5,0.5,0.5
19872,1702812960000,43275.5,HOLD,0.0,NORMAL,RANGING,-0.2227,0.3,0.5,0.5
19873,1702813020000,43252.8,HOLD,0.0,NORMAL,RANGING,-0.1988,0.8,0.5,0.5
19874,1702813080000,43257.2,HOLD,0.0,NORMAL,RANGING,-0.4254,0.3,0.5,0.5
19875,1702813140000,43245.5,HOLD,0.0,NORMAL,RANGING,0.146,0.3,0.5,0.5
19876,1702813200000,43257.4,HOLD,0.0,NORMAL,RANGING,1.1396,0.2,0.5,0.5
19877,1702813260000,43234.5,HOLD,0.0,NORMAL,RANGING,-0.0587,0.2,0.5,0.5
19878,1702813380000,43272.4,HOLD,0.0,NORMAL,RANGING,1.1814,0.4,0.5,0.5
19879,1702813500000,43263.7,HOLD,0.0,NORMAL,RANGING,-0.1426,0.1,0.5,0.5
19880,1702813560000,43282.9,HOLD,0.0,NORMAL,RANGING,-0.2135,0.4,0.5,0.5
19881,1702813680000,43265.2,HOLD,0.0,NORMAL,RANGING,-0.1803,0.1,0.5,0.5
19882,1702813740000,43281.1,HOLD,0.0,NORMAL,RANGING,-0.2083,0.1,0.5,0.5
19883,1702813860000,43277.0,HOLD,0.0,NORMAL,RANGING,-0.1219,0.2,0.5,0.5
19884,1702813920000,43277.0,HOLD,0.0,NORMAL,RANGING,-0.1801,0.3,0.5,0.5
19885,1702814100000,43260.4,HOLD,0.0,NORMAL,RANGING,-0.2093,0.3,0.5,0.5
19886,1702814160000,43276.5,HOLD,0.0,NORMAL,RANGING,-0.1473,0.2,0.5,0.5
19887,1702814220000,43276.6,HOLD,0.0,NORMAL,RANGING,0.2025,0.2,0.5,0.5
19888,1702814280000,43276.8,HOLD,0.0,NORMAL,RANGING,-0.107,0.1,0.5,0.5
19889,1702814340000,43286.6,HOLD,0.0,NORMAL,RANGING,-0.184,0.1,0.5,0.5
19890,1702814400000,43276.8,HOLD,0.0,NORMAL,RANGING,-0.252,0.2,0.5,0.5
19891,1702814460000,43278.3,HOLD,0.0,NORMAL,RANGING,-0.1229,0.3,0.5,0.5
19892,1702814520000,43251.2,HOLD,0.0,NORMAL,RANGING,-0.2493,0.4,0.5,0.5
19893,1702814580000,43251.2,HOLD,0.0,NORMAL,RANGING,-0.3604,0.1,0.5,0.5
19894,1702814700000,43272.9,HOLD,0.0,NORMAL,RANGING,0.2357,0.3,0.5,0.5
19895,1702814760000,43276.1,HOLD,0.0,NORMAL,RANGING,0.2066,0.1,0.5,0.5
19896,1702814820000,43277.0,HOLD,0.0,NORMAL,RANGING,0.0043,0.2,0.5,0.5
19898,1702814940000,43305.9,HOLD,0.0,NORMAL,RANGING,-0.2343,0.1,0.5,0.5
19899,1702815000000,43292.8,HOLD,0.0,NORMAL,RANGING,-0.6181,0.4,0.5,0.5
19900,1702815060000,43228.0,HOLD,0.0,NORMAL,RANGING,-0.2392,0.9,0.5,0.5
19902,1702815180000,43225.5,HOLD,0.0,NORMAL,RANGING,-0.218,0.1,0.5,0.5
19903,1702815240000,43213.0,HOLD,0.0,NORMAL,RANGING,-0.1926,0.1,0.5,0.5
19904,1702815300000,43212.8,HOLD,0.0,NORMAL,RANGING,-0.247,0.3,0.5,0.5
19905,1702815360000,43224.8,HOLD,0.0,NORMAL,RANGING,-0.1161,0.3,0.5,0.5
19906,1702815420000,43238.4,HOLD,0.0,NORMAL,RANGING,0.1523,0.4,0.5,0.5
19907,1702815480000,43258.1,HOLD,0.0,NORMAL,RANGING,-0.029,0.6,0.5,0.5
19908,1702815540000,43237.5,HOLD,0.0,NORMAL,RANGING,-0.5786,0.4,0.5,0.5
19909,1702815600000,43237.5,HOLD,0.0,NORMAL,RANGING,0.0776,0.3,0.5,0.5
19910,1702815660000,43264.0,HOLD,0.0,NORMAL,RANGING,-0.0314,0.3,0.5,0.5
19911,1702815720000,43274.0,HOLD,0.0,NORMAL,RANGING,0.0217,0.4,0.5,0.5
19912,1702815780000,43279.0,HOLD,0.0,NORMAL,RANGING,-0.099,0.6,0.5,0.5
19913,1702815840000,43284.2,HOLD,0.0,NORMAL,RANGING,3.0804,0.3,0.5,0.5
19914,1702815900000,43291.4,HOLD,0.0,NORMAL,RANGING,-3.4373,0.4,0.5,0.5
19915,1702815960000,43285.5,HOLD,0.0,NORMAL,RANGING,3.3378,0.1,0.5,0.5
19916,1702816020000,43287.5,HOLD,0.0,NORMAL,RANGING,-3.262,0.2,0.5,0.5
19917,1702816080000,43288.7,HOLD,0.0,NORMAL,RANGING,3.0997,0.3,0.5,0.5
19918,1702816140000,43281.2,HOLD,0.0,NORMAL,RANGING,-2.7451,0.5,0.5,0.5
19919,1702816200000,43276.2,HOLD,0.0,NORMAL,RANGING,-0.1833,0.6,0.5,0.5
19920,1702816260000,43283.8,HOLD,0.0,NORMAL,RANGING,-0.118,0.5,0.5,0.5
19921,1702816320000,43283.5,HOLD,0.0,NORMAL,RANGING,-2.9761,0.6,0.5,0.5
19922,1702816380000,43279.9,HOLD,0.0,NORMAL,RANGING,2.98,0.5,0.5,0.5
19923,1702816440000,43277.6,HOLD,0.0,NORMAL,RANGING,0.2031,0.5,0.5,0.5
19924,1702816500000,43262.2,BUY,0.6401,PRE_SWEEP_BUILDUP,RANGING,-0.2776,1.1,0.6973,0.3027
19925,1702816560000,43270.3,HOLD,0.0,NORMAL,RANGING,0.1083,0.6,0.5,0.5
19926,1702816620000,43275.4,HOLD,0.0,NORMAL,RANGING,-2.8209,0.2,0.5,0.5
19927,1702816680000,43274.4,HOLD,0.0,NORMAL,RANGING,2.9352,0.3,0.5,0.5
19928,1702816740000,43277.3,HOLD,0.0,NORMAL,RANGING,0.5008,0.5,0.5,0.5
19929,1702816800000,43279.3,HOLD,0.0,NORMAL,RANGING,-0.4495,0.4,0.5,0.5
19930,1702816860000,43277.4,HOLD,0.0,NORMAL,RANGING,-2.9749,0.4,0.5,0.5
19931,1702816920000,43277.5,HOLD,0.0,NORMAL,RANGING,1.0991,0.4,0.5,0.5
19932,1702816980000,43277.4,HOLD,0.0,NORMAL,RANGING,-0.0129,0.4,0.5,0.5
19933,1702817040000,43277.5,HOLD,0.0,NORMAL,RANGING,-1.089,0.3,0.5,0.5
19934,1702817100000,43277.4,HOLD,0.0,NORMAL,RANGING,3.135,0.6,0.5,0.5
19935,1702817160000,43277.4,HOLD,0.0,NORMAL,RANGING,-0.0697,0.6,0.5,0.5
19936,1702817220000,43280.5,HOLD,0.0,NORMAL,RANGING,-2.5584,0.4,0.5,0.5
19937,1702817280000,43277.4,HOLD,0.0,NORMAL,RANGING,2.549,0.4,0.5,0.5
19938,1702817340000,43291.4,HOLD,0.0,NORMAL,RANGING,-1.7526,0.4,0.5,0.5
19939,1702817400000,43269.2,HOLD,0.0,PRE_SWEEP_BUILDUP,RANGING,-0.5269,1.6,0.5924,0.4076
19940,1702817460000,43245.5,SELL,0.562,PRE_SWEEP_BUILDUP,RANGING,-0.0133,2.1,0.4111,0.5889
19941,1702817520000,43276.2,BUY,0.6861,PRE_SWEEP_BUILDUP,RANGING,0.3786,1.4,0.7543,0.2457
19942,1702817580000,43261.7,HOLD,0.0,NORMAL,RANGING,0.8252,0.6,0.5,0.5
19943,1702817640000,43281.7,HOLD,0.0,NORMAL,RANGING,0.0492,0.6,0.5,0.5
19944,1702817700000,43282.0,HOLD,0.0,NORMAL,RANGING,-0.2207,0.3,0.5,0.5
19945,1702817760000,43284.6,HOLD,0.0,NORMAL,RANGING,-0.0039,0.1,0.5,0.5
19946,1702817820000,43282.1,HOLD,0.0,NORMAL,RANGING,0.2455,0.1,0.5,0.5
19947,1702817880000,43282.9,HOLD,0.0,NORMAL,RANGING,0.0268,0.1,0.5,0.5
19948,1702817940000,43282.9,HOLD,0.0,NORMAL,RANGING,0.199,0.3,0.5,0.5
19949,1702818060000,43286.0,HOLD,0.0,NORMAL,RANGING,0.3071,0.3,0.5,0.5
19950,1702818120000,43275.9,HOLD,0.0,NORMAL,RANGING,-0.0365,0.1,0.5,0.5
19951,1702818180000,43277.2,HOLD,0.0,NORMAL,RANGING,0.3499,0.5,0.5,0.5
19952,1702818240000,43289.1,HOLD,0.0,NORMAL,RANGING,-0.0385,0.2,0.5,0.5
19953,1702818300000,43289.0,HOLD,0.0,NORMAL,RANGING,0.6775,0.2,0.5,0.5
19954,1702818360000,43280.3,HOLD,0.0,NORMAL,RANGING,-0.6847,0.2,0.5,0.5
19955,1702818420000,43275.9,HOLD,0.0,NORMAL,RANGING,-1.1908,0.3,0.5,0.5
19956,1702818480000,43261.6,BUY,0.625,PRE_SWEEP_BUILDUP,RANGING,0.0085,2.7,0.6749,0.3251
19957,1702818540000,43274.4,HOLD,0.0,NORMAL,RANGING,0.1164,0.3,0.5,0.5
19958,1702818600000,43253.0,HOLD,0.0,NORMAL,RANGING,-1.0597,0.2,0.5,0.5
19959,1702818660000,43268.2,HOLD,0.0,NORMAL,RANGING,-0.117,0.5,0.5,0.5
19960,1702818720000,43249.0,HOLD,0.0,NORMAL,RANGING,-0.0426,0.6,0.5,0.5
19961,1702818780000,43257.2,HOLD,0.0,PRE_SWEEP_BUILDUP,RANGING,0.1617,1.8,0.6259,0.3741
19964,1702818960000,43179.6,HOLD,0.0,NORMAL,RANGING,-0.0573,0.8,0.5,0.5
19965,1702819020000,43192.2,HOLD,0.0,NORMAL,RANGING,0.1272,0.8,0.5,0.5
19967,1702819140000,43162.5,HOLD,0.0,NORMAL,RANGING,0.3299,0.6,0.5,0.5
19968,1702819200000,43175.0,HOLD,0.0,NORMAL,RANGING,0.0626,0.5,0.5,0.5
19969,1702819260000,43219.9,HOLD,0.0,NORMAL,RANGING,0.9627,1.1,0.5,0.5
19970,1702819320000,43198.2,HOLD,0.0,NORMAL,RANGING,-0.0813,0.6,0.5,0.5
19973,1702819500000,43174.5,HOLD,0.0,NORMAL,RANGING,0.0369,0.2,0.5,0.5
19974,1702819560000,43168.9,HOLD,0.0,NORMAL,RANGING,0.3783,0.4,0.5,0.5
19975,1702819620000,43170.0,HOLD,0.0,NORMAL,RANGING,0.289,0.1,0.5,0.5
19976,1702819680000,43194.3,HOLD,0.0,NORMAL,RANGING,0.1678,0.3,0.5,0.5
19977,1702819740000,43198.1,HOLD,0.0,NORMAL,RANGING,0.389,0.2,0.5,0.5
19978,1702819800000,43187.7,HOLD,0.0,NORMAL,RANGING,0.1057,0.3,0.5,0.5
19979,1702819860000,43147.4,HOLD,0.0,NORMAL,RANGING,-0.2583,0.9,0.5,0.5
19980,1702819920000,43152.1,HOLD,0.0,NORMAL,RANGING,-0.2369,0.2,0.5,0.5
19981,1702819980000,43122.9,SELL,0.7792,PRE_SWEEP_BUILDUP,RANGING,0.1787,2.2,0.1416,0.8584
19982,1702820040000,43148.4,HOLD,0.0,NORMAL,RANGING,-0.1095,0.3,0.5,0.5
19983,1702820100000,43142.4,HOLD,0.0,NORMAL,RANGING,-0.2738,0.3,0.5,0.5
19984,1702820160000,43121.1,HOLD,0.0,NORMAL,RANGING,-0.0629,1.0,0.5,0.5
19985,1702820220000,43137.1,HOLD,0.0,NORMAL,RANGING,-0.2208,0.3,0.5,0.5
19986,1702820280000,43120.0,HOLD,0.0,NORMAL,RANGING,-0.1451,0.5,0.5,0.5
19987,1702820340000,43120.0,HOLD,0.0,NORMAL,RANGING,0.1686,0.3,0.5,0.5
19988,1702820400000,43150.7,HOLD,0.0,NORMAL,RANGING,0.2522,0.2,0.5,0.5
19989,1702820460000,43173.2,HOLD,0.0,NORMAL,RANGING,-0.0514,2.4,0.5,0.5
19991,1702820580000,43124.8,HOLD,0.0,NORMAL,RANGING,-1.0428,0.5,0.5,0.5
19992,1702820700000,43117.7,HOLD,0.0,NORMAL,RANGING,0.1753,0.4,0.5,0.5
19993,1702820760000,43174.4,HOLD,0.0,NORMAL,RANGING,0.2719,1.8,0.5,0.5
19994,1702820820000,43141.4,HOLD,0.0,NORMAL,RANGING,0.2154,0.2,0.5,0.5
19995,1702820880000,43130.4,SELL,0.5667,PRE_SWEEP_BUILDUP,RANGING,-0.261,1.9,0.4052,0.5948
19996,1702820940000,43150.5,HOLD,0.0,NORMAL,RANGING,-0.3065,0.8,0.5,0.5
19997,1702821060000,43112.3,HOLD,0.0,NORMAL,RANGING,-0.2494,1.1,0.5,0.5
19998,1702821120000,43132.3,HOLD,0.0,NORMAL,RANGING,-0.1239,0.6,0.5,0.5
19999,1702821180000,43132.5,HOLD,0.0,NORMAL,RANGING,0.2441,0.1,0.5,0.5
20000,1702821240000,43132.6,HOLD,0.0,NORMAL,RANGING,0.1918,0.3,0.5,0.5
20001,1702821360000,43158.2,HOLD,0.0,NORMAL,RANGING,-0.1757,0.1,0.5,0.5
20002,1702821420000,43132.8,HOLD,0.0,NORMAL,RANGING,0.2416,1.1,0.5,0.5
20003,1702821480000,43167.2,HOLD,0.0,NORMAL,RANGING,0.2433,0.5,0.5,0.5
20004,1702821540000,43150.7,HOLD,0.0,NORMAL,RANGING,0.06,0.1,0.5,0.5
20006,1702821720000,43181.6,HOLD,0.0,NORMAL,RANGING,0.25,0.2,0.5,0.5
20007,1702821960000,43218.0,HOLD,0.0,NORMAL,RANGING,0.2405,0.9,0.5,0.5
20009,1702822080000,43257.9,HOLD,0.0,NORMAL,RANGING,0.3097,0.7,0.5,0.5
20010,1702822140000,43233.3,HOLD,0.0,NORMAL,RANGING,0.5188,0.1,0.5,0.5
20011,1702822200000,43286.6,HOLD,0.0,NORMAL,RANGING,0.2215,0.5,0.5,0.5
20012,1702822260000,43258.0,HOLD,0.0,NORMAL,RANGING,-0.4945,0.4,0.5,0.5
20013,1702822320000,43244.2,HOLD,0.0,NORMAL,RANGING,-0.051,0.5,0.5,0.5
20014,1702822380000,43239.5,HOLD,0.0,NORMAL,RANGING,-0.1989,0.2,0.5,0.5
20015,1702822440000,43239.4,HOLD,0.0,NORMAL,RANGING,0.0531,0.4,0.5,0.5
20016,1702822500000,43239.5,HOLD,0.0,NORMAL,RANGING,-0.0303,1.9,0.5,0.5
20017,1702822560000,43187.6,HOLD,0.0,NORMAL,RANGING,-0.2457,1.2,0.5,0.5
20018,1702822620000,43221.7,HOLD,0.0,NORMAL,RANGING,-3.8249,0.5,0.5,0.5
20019,1702822680000,43185.9,HOLD,0.0,NORMAL,RANGING,0.0116,0.7,0.5,0.5
20020,1702822740000,43182.1,HOLD,0.0,NORMAL,RANGING,0.0684,0.2,0.5,0.5
20021,1702822800000,43129.1,HOLD,0.0,NORMAL,RANGING,-0.4322,1.4,0.5,0.5
20022,1702822860000,43083.5,HOLD,0.0,NORMAL,RANGING,-0.1183,1.3,0.5,0.5
20023,1702822920000,43094.9,HOLD,0.0,NORMAL,RANGING,0.1322,0.5,0.5,0.5
20024,1702822980000,43099.6,HOLD,0.0,NORMAL,RANGING,0.2986,1.0,0.5,0.5
20025,1702823040000,43113.8,SELL,0.6207,PRE_SWEEP_BUILDUP,RANGING,0.1043,1.7,0.3291,0.6709
20026,1702823100000,43127.3,HOLD,0.0,NORMAL,RANGING,-0.0603,0.6,0.5,0.5
20027,1702823160000,43118.2,HOLD,0.0,NORMAL,RANGING,0.0132,0.2,0.5,0.5
20028,1702823220000,43103.5,HOLD,0.0,NORMAL,RANGING,0.1507,0.2,0.5,0.5
20029,1702823280000,43100.0,HOLD,0.0,NORMAL,RANGING,-0.347,0.5,0.5,0.5
20031,1702823400000,43050.0,HOLD,0.0,NORMAL,RANGING,-0.0531,1.1,0.5,0.5
20032,1702823460000,43056.2,HOLD,0.0,NORMAL,RANGING,3.854,1.1,0.5,0.5
20033,1702823520000,43070.9,HOLD,0.0,NORMAL,RANGING,-3.7426,0.3,0.5,0.5
20034,1702823580000,43050.0,HOLD,0.0,NORMAL,RANGING,-1.4343,0.9,0.5,0.5
20038,1702823820000,43017.8,HOLD,0.0,NORMAL,DOWNTREND,0.1582,0.5,0.5,0.5
20039,1702823880000,43008.8,HOLD,0.0,NORMAL,DOWNTREND,-0.1195,1.1,0.5,0.5
20040,1702823940000,42961.9,HOLD,0.0,NORMAL,DOWNTREND,-0.0096,1.0,0.5,0.5
20041,1702824000000,42949.0,HOLD,0.0,NORMAL,DOWNTREND,-0.1357,0.6,0.5,0.5
20042,1702824060000,42961.7,HOLD,0.0,NORMAL,DOWNTREND,0.5888,0.5,0.5,0.5
20043,1702824120000,43017.4,HOLD,0.0,NORMAL,DOWNTREND,1.4506,1.6,0.5,0.5
20044,1702824180000,43029.7,HOLD,0.0,NORMAL,RANGING,0.417,0.5,0.5,0.5
20045,1702824240000,43033.9,HOLD,0.0,NORMAL,RANGING,0.1245,1.2,0.5,0.5
20046,1702824300000,43045.5,HOLD,0.0,NORMAL,RANGING,0.3472,0.9,0.5,0.5
20047,1702824360000,43108.0,HOLD,0.0,NORMAL,RANGING,0.1286,1.4,0.5,0.5
20048,1702824420000,43011.2,HOLD,0.0,NORMAL,RANGING,0.0573,2.6,0.5,0.5
20049,1702824480000,42996.9,HOLD,0.0,NORMAL,RANGING,-1.0402,3.2,0.5,0.5
20050,1702824540000,43011.7,HOLD,0.0,NORMAL,RANGING,0.1195,0.8,0.5,0.5
20051,1702824600000,43006.3,HOLD,0.0,NORMAL,RANGING,0.2565,0.2,0.5,0.5
20052,1702824660000,42985.4,HOLD,0.0,NORMAL,RANGING,0.0383,0.1,0.5,0.5
20053,1702824720000,42997.3,HOLD,0.0,NORMAL,RANGING,0.366,1.0,0.5,0.5
20054,1702824780000,42967.0,HOLD,0.0,NORMAL,RANGING,-0.3931,1.1,0.5,0.5
20055,1702824840000,42935.5,HOLD,0.0,NORMAL,RANGING,-0.1664,0.9,0.5,0.5
20056,1702824900000,42936.2,HOLD,0.0,NORMAL,RANGING,0.1082,1.0,0.5,0.5
20057,1702824960000,42948.6,HOLD,0.0,NORMAL,RANGING,0.1731,0.5,0.5,0.5
20058,1702825020000,42943.0,HOLD,0.0,NORMAL,RANGING,0.136,1.5,0.5,0.5
20059,1702825080000,42943.0,HOLD,0.0,NORMAL,RANGING,0.158,0.4,0.5,0.5
20060,1702825140000,42923.8,HOLD,0.0,NORMAL,RANGING,-0.0549,1.5,0.5,0.5
20061,1702825200000,42920.9,HOLD,0.0,NORMAL,RANGING,-3.5818,0.1,0.5,0.5
20062,1702825260000,42938.7,HOLD,0.0,NORMAL,RANGING,0.3269,0.2,0.5,0.5
20063,1702825320000,42972.2,HOLD,0.0,NORMAL,RANGING,0.37,0.8,0.5,0.5
20064,1702825380000,42953.4,HOLD,0.0,NORMAL,RANGING,0.0418,3.1,0.5,0.5
20065,1702825440000,42961.4,HOLD,0.0,NORMAL,RANGING,0.2526,0.4,0.5,0.5
20066,1702825500000,42949.0,HOLD,0.0,NORMAL,RANGING,0.3041,0.8,0.5,0.5
20067,1702825560000,42990.9,HOLD,0.0,NORMAL,RANGING,0.3445,0.6,0.5,0.5
20068,1702825620000,42989.4,HOLD,0.0,NORMAL,RANGING,0.3851,1.0,0.5,0.5
20069,1702825680000,43026.4,HOLD,0.0,NORMAL,RANGING,0.4543,0.1,0.5,0.5
20070,1702825740000,43050.0,HOLD,0.0,NORMAL,RANGING,0.2976,0.7,0.5,0.5
20071,1702825800000,43041.4,HOLD,0.0,NORMAL,RANGING,-0.9292,0.7,0.5,0.5
20072,1702825860000,43019.2,HOLD,0.0,NORMAL,RANGING,0.1086,0.5,0.5,0.5
20073,1702825920000,43015.6,HOLD,0.0,NORMAL,RANGING,0.0855,0.5,0.5,0.5
20074,1702825980000,43017.6,HOLD,0.0,NORMAL,RANGING,0.1621,0.3,0.5,0.5
20075,1702826040000,42994.1,HOLD,0.0,NORMAL,RANGING,0.1467,0.1,0.5,0.5
20076,1702826100000,42977.9,HOLD,0.0,NORMAL,RANGING,-3.6052,1.3,0.5,0.5
20077,1702826160000,42928.9,HOLD,0.0,NORMAL,RANGING,0.0158,1.3,0.5,0.5
20078,1702826220000,42954.3,HOLD,0.0,NORMAL,RANGING,0.2001,0.2,0.5,0.5
20079,1702826280000,42952.5,HOLD,0.0,NORMAL,RANGING,1.0028,0.1,0.5,0.5
20080,1702826340000,42955.2,HOLD,0.0,NORMAL,RANGING,0.3334,0.4,0.5,0.5
20081,1702826400000,42989.3,HOLD,0.0,NORMAL,RANGING,0.3389,1.0,0.5,0.5
20082,1702826460000,43000.0,HOLD,0.0,NORMAL,RANGING,0.259,0.3,0.5,0.5
20083,1702826580000,43015.0,HOLD,0.0,NORMAL,RANGING,1.2352,0.1,0.5,0.5
20084,1702826640000,43015.6,HOLD,0.0,NORMAL,RANGING,2.2334,0.1,0.5,0.5
20085,1702826700000,43002.5,HOLD,0.0,NORMAL,RANGING,-2.0332,0.3,0.5,0.5
20086,1702826760000,42992.9,HOLD,0.0,NORMAL,RANGING,0.147,0.1,0.5,0.5
20087,1702826820000,42950.0,HOLD,0.0,NORMAL,RANGING,0.1875,0.6,0.5,0.5
20088,1702826880000,42940.0,HOLD,0.0,NORMAL,RANGING,0.0932,0.2,0.5,0.5
20089,1702827000000,42966.0,HOLD,0.0,NORMAL,RANGING,0.9688,0.2,0.5,0.5
20090,1702827060000,42976.0,HOLD,0.0,NORMAL,RANGING,1.1823,0.4,0.5,0.5
20091,1702827120000,42989.3,HOLD,0.0,NORMAL,RANGING,0.1835,0.2,0.5,0.5
20092,1702827180000,42996.5,HOLD,0.0,NORMAL,RANGING,0.9033,0.6,0.5,0.5
20093,1702827240000,42967.7,HOLD,0.0,NORMAL,RANGING,-0.5502,0.3,0.5,0.5
20094,1702827300000,42985.7,HOLD,0.0,NORMAL,RANGING,0.2074,0.3,0.5,0.5
20095,1702827360000,42985.6,HOLD,0.0,NORMAL,RANGING,0.2899,0.1,0.5,0.5
20096,1702827420000,43000.0,HOLD,0.0,NORMAL,RANGING,0.1915,0.2,0.5,0.5
20097,1702827480000,42999.8,HOLD,0.0,NORMAL,RANGING,0.174,0.9,0.5,0.5
20098,1702827540000,43051.2,HOLD,0.0,NORMAL,RANGING,0.2474,1.0,0.5,0.5
20099,1702827600000,43022.1,HOLD,0.0,NORMAL,RANGING,0.0629,0.1,0.5,0.5
20100,1702827660000,43042.9,HOLD,0.0,NORMAL,RANGING,0.1501,0.1,0.5,0.5
20101,1702827900000,43046.8,HOLD,0.0,NORMAL,RANGING,0.1799,0.2,0.5,0.5
20102,1702827960000,43052.3,HOLD,0.0,NORMAL,RANGING,0.3454,0.2,0.5,0.5
20103,1702828080000,43060.0,HOLD,0.0,NORMAL,RANGING,0.3452,0.2,0.5,0.5
20104,1702828140000,43105.2,HOLD,0.0,NORMAL,RANGING,0.3436,0.9,0.5,0.5
20105,1702828200000,43098.9,HOLD,0.0,NORMAL,RANGING,0.352,1.1,0.5,0.5
20106,1702828260000,43098.9,HOLD,0.0,NORMAL,RANGING,0.2544,0.2,0.5,0.5
20107,1702828320000,43098.7,HOLD,0.0,NORMAL,RANGING,-0.0332,0.5,0.5,0.5
20108,1702828380000,43098.7,HOLD,0.0,NORMAL,RANGING,0.4256,0.1,0.5,0.5
20109,1702828440000,43137.8,HOLD,0.0,NORMAL,RANGING,0.2407,0.7,0.5,0.5
20110,1702828500000,43144.8,HOLD,0.0,NORMAL,RANGING,0.1175,0.6,0.5,0.5
20111,1702828560000,43131.9,HOLD,0.0,NORMAL,RANGING,0.161,0.1,0.5,0.5
20112,1702828620000,43131.6,HOLD,0.0,NORMAL,RANGING,0.1141,0.4,0.5,0.5
20113,1702828680000,43117.7,HOLD,0.0,NORMAL,RANGING,0.0859,0.1,0.5,0.5
20114,1702828740000,43107.8,HOLD,0.0,NORMAL,RANGING,0.1605,0.1,0.5,0.5
20115,1702828800000,43098.7,HOLD,0.0,NORMAL,RANGING,0.1687,1.1,0.5,0.5
20116,1702828860000,43050.5,HOLD,0.0,NORMAL,RANGING,0.055,1.6,0.5,0.5
20117,1702828920000,43043.9,HOLD,0.0,NORMAL,RANGING,0.2817,0.3,0.5,0.5
20118,1702828980000,43047.9,HOLD,0.0,NORMAL,RANGING,0.1832,0.6,0.5,0.5
20119,1702829040000,43081.4,HOLD,0.0,NORMAL,RANGING,1.0644,0.3,0.5,0.5
20120,1702829100000,43070.0,HOLD,0.0,NORMAL,RANGING,-0.7995,1.0,0.5,0.5
20121,1702829160000,43038.1,HOLD,0.0,NORMAL,RANGING,0.1056,0.4,0.5,0.5
20122,1702829220000,43060.6,HOLD,0.0,NORMAL,RANGING,0.1545,0.2,0.5,0.5
20123,1702829340000,43033.1,HOLD,0.0,NORMAL,RANGING,0.0377,0.6,0.5,0.5
20124,1702829400000,43035.3,HOLD,0.0,NORMAL,RANGING,0.2181,0.3,0.5,0.5
20125,1702829460000,43043.3,HOLD,0.0,NORMAL,RANGING,0.3943,0.2,0.5,0.5
20126,1702829520000,43033.0,HOLD,0.0,NORMAL,RANGING,0.1139,0.1,0.5,0.5
20127,1702829640000,43036.0,HOLD,0.0,NORMAL,RANGING,0.905,0.1,0.5,0.5
20128,1702829760000,43017.0,HOLD,0.0,NORMAL,RANGING,-0.8217,0.8,0.5,0.5
20129,1702829940000,43000.0,HOLD,0.0,NORMAL,RANGING,0.0818,0.3,0.5,0.5
20130,1702830000000,43033.1,HOLD,0.0,NORMAL,RANGING,0.3496,0.2,0.5,0.5
20131,1702830060000,43025.1,HOLD,0.0,NORMAL,RANGING,0.275,0.3,0.5,0.5
20132,1702830180000,43013.4,HOLD,0.0,NORMAL,RANGING,1.0188,0.1,0.5,0.5
20133,1702830240000,43060.0,HOLD,0.0,NORMAL,RANGING,1.0731,0.3,0.5,0.5
20134,1702830300000,43128.4,BUY,0.794,PRE_SWEEP_BUILDUP,RANGING,1.3551,1.8,0.8626,0.1374
20135,1702830360000,43136.0,HOLD,0.0,NORMAL,RANGING,0.093,0.5,0.5,0.5
20136,1702830420000,43141.8,HOLD,0.0,NORMAL,RANGING,0.0609,0.5,0.5,0.5
20140,1702830660000,43205.0,HOLD,0.0,NORMAL,RANGING,0.0546,0.2,0.5,0.5
20141,1702830720000,43178.6,BUY,0.7602,PRE_SWEEP_BUILDUP,RANGING,0.0999,2.8,0.8376,0.1624
20142,1702830780000,43220.0,HOLD,0.0,NORMAL,RANGING,3.7808,0.2,0.5,0.5
20143,1702830840000,43215.6,HOLD,0.0,NORMAL,RANGING,-0.2373,0.1,0.5,0.5
20145,1702830960000,43272.3,BUY,0.7417,PRE_SWEEP_BUILDUP,UPTREND,0.1445,1.4,0.8222,0.1778
20146,1702831020000,43293.3,HOLD,0.0,NORMAL,UPTREND,0.1326,1.2,0.5,0.5
20147,1702831080000,43280.0,HOLD,0.0,NORMAL,UPTREND,0.3285,0.9,0.5,0.5
20149,1702831200000,43332.3,HOLD,0.0,NORMAL,UPTREND,-0.1711,0.9,0.5,0.5
20150,1702831260000,43290.8,HOLD,0.0,NORMAL,UPTREND,-0.4173,0.8,0.5,0.5
20151,1702831320000,43280.7,HOLD,0.0,NORMAL,UPTREND,-0.1047,0.3,0.5,0.5
20152,1702831380000,43285.2,HOLD,0.0,NORMAL,UPTREND,0.1725,0.2,0.5,0.5
20153,1702831440000,43278.7,HOLD,0.0,NORMAL,UPTREND,-0.2618,0.4,0.5,0.5
